ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size	uniq_id
36	4	4	2	0.00952972	0.0976202847772941	0.0976203	-2.02092	42
37	3	6	2	0.0095297	0.0976201823395142	0.0976202	-2.02092	100
38	1	4	1	0.00952958	0.0976195677105774	0.0976196	-2.02093	25
39	5	6	2	0.00952808	0.0976118845223265	0.0976119	-2.02099	43
40	1	4	1	0.00952756	0.0976092208758988	0.0976092	-2.02102	72
41	1	4	1	0.00952716	0.0976071718676451	0.0976072	-2.02104	73
42	6	6	2	0.00952702	0.0976064547045942	0.0976065	-2.02104	70
43	8	6	2	0.00952694	0.0976060448947707	0.097606	-2.02105	19
44	3	6	2	0.00952632	0.0976028688102968	0.0976029	-2.02107	52
45	1	4	1	0.00952598	0.097601127042673	0.0976011	-2.02109	32
46	8	6	3	0.00952566	0.0975994877035735	0.0975995	-2.0211	97
47	4	6	2	0.00952564	0.0975993852439656	0.0975994	-2.02111	44
48	4	6	2	0.00952524	0.0975973360292175	0.0975973	-2.02112	16
49	2	6	2	0.00952442	0.0975931350044664	0.0975931	-2.02116	89
50	1	6	1	0.00952392	0.0975905733152542	0.0975906	-2.02118	80
51	2	6	2	0.0095233	0.0975873967272414	0.0975874	-2.02121	57
52	5	6	2	0.00952326	0.0975871917825285	0.0975872	-2.02121	46
53	1	6	1	0.00952318	0.0975867818918116	0.0975868	-2.02122	21
54	2	4	2	0.00952276	0.0975846299373011	0.0975846	-2.02124	22
55	2	6	2	0.00952266	0.097584117560185	0.0975841	-2.02124	55
56	3	6	2	0.00952226	0.0975820680248169	0.0975821	-2.02126	103
57	2	6	2	0.00952096	0.0975754067375586	0.0975754	-2.02132	86
58	-1	6	2	0.0095206	0.0975735619929907	0.0975736	-2.02134	53
59	4	4	2	0.00951992	0.0975700773803116	0.0975701	-2.02137	31
60	1	2	1	0.00951992	0.0975700773803116	0.0975701	-2.02137	35
61	1	2	1	0.0095191	0.0975658751818483	0.0975659	-2.0214	28
62	3	6	2	0.00951866	0.0975636202690327	0.0975636	-2.02142	95
63	3	6	2	0.00951836	0.0975620827985955	0.0975621	-2.02144	17
64	5	6	2	0.00951758	0.0975580852620632	0.0975581	-2.02147	81
65	2	6	2	0.00951734	0.0975568552178677	0.0975569	-2.02148	92
66	1	4	1	0.00951662	0.0975531649922236	0.0975532	-2.02152	34
67	4	4	2	0.00951654	0.0975527549585351	0.0975528	-2.02152	23
68	-1	6	2	0.00951632	0.0975516273570052	0.0975516	-2.02153	69
69	8	4	2	0.00951568	0.0975483469875323	0.0975483	-2.02156	26
70	2	6	2	0.00951562	0.0975480394472385	0.097548	-2.02156	18
71	1	4	1	0.00951532	0.0975465017312256	0.0975465	-2.02158	1
72	3	6	2	0.00951508	0.0975452715409619	0.0975453	-2.02159	102
73	2	6	2	0.00951484	0.0975440413351836	0.097544	-2.0216	99
74	-1	6	3	0.00951454	0.0975425035561421	0.0975425	-2.02161	62
75	-1	4	2	0.00951434	0.0975414783566458	0.0975415	-2.02162	74
76	3	6	3	0.00951418	0.0975406581892905	0.0975407	-2.02163	98
77	5	6	2	0.00951356	0.0975374799756483	0.0975375	-2.02166	54
78	-1	6	3	0.00951258	0.0975324561364062	0.0975325	-2.0217	61
79	4	6	2	0.00951222	0.0975306105794483	0.0975306	-2.02172	9
80	5	6	2	0.00951198	0.0975293801887411	0.0975294	-2.02173	47
81	5	6	3	0.00951134	0.0975260990709666	0.0975261	-2.02176	49
82	1	4	1	0.009511	0.097524355932249	0.0975244	-2.02177	38
83	5	6	2	0.00951078	0.0975232280023585	0.0975232	-2.02178	66
84	2	6	2	0.00951038	0.0975211771873166	0.0975212	-2.0218	15
85	1	6	1	0.00950926	0.0975154346757476	0.0975154	-2.02185	65
86	2	6	2	0.00950892	0.0975136913463951	0.0975137	-2.02187	90
87	-1	6	2	0.009508	0.0975089739459913	0.097509	-2.02191	68
88	2	6	3	0.0095078	0.0975079483939643	0.0975079	-2.02192	63
89	5	6	2	0.009507	0.0975038460779881	0.0975038	-2.02196	48
90	-1	6	2	0.00950684	0.0975030255940809	0.097503	-2.02196	11
91	8	6	2	0.00950678	0.0975027179108357	0.0975027	-2.02197	20
92	5	4	2	0.00950544	0.0974958460653581	0.0974958	-2.02203	24
93	8	6	3	0.00950434	0.0974902046361582	0.0974902	-2.02208	96
94	-1	6	2	0.00950418	0.0974893840374428	0.0974894	-2.02209	67
95	3	4	2	0.0095041	0.0974889737354948	0.097489	-2.02209	77
96	-1	6	2	0.00950336	0.0974851783606103	0.0974852	-2.02212	58
97	3	6	2	0.00950148	0.0974755353922203	0.0974755	-2.02221	82
98	7	6	2	0.00950068	0.0974714317120663	0.0974714	-2.02225	93
99	4	6	2	0.00949934	0.097464557660721	0.0974646	-2.02231	12
100	2	6	2	0.00949826	0.0974590170276717	0.097459	-2.02236	56
101	4	6	2	0.00949792	0.0974572726891123	0.0974573	-2.02237	79
102	4	6	2	0.00949768	0.097456041372508	0.097456	-2.02238	10
103	1	2	1	0.00949728	0.0974539891435953	0.097454	-2.0224	4
104	-1	4	2	0.00949006	0.0974169389788039	0.0974169	-2.02273	27
