source,target,distance
24,71,1
24,72,1
24,73,1
24,74,1
24,76,1
24,86,1
24,91,1
24,95,1
24,97,1
24,104,1
25,29,1
25,30,1
25,31,1
25,32,1
25,35,1
25,41,1
25,44,1
25,49,1
25,50,1
25,56,1
25,57,1
25,59,1
25,60,1
25,63,1
25,69,1
25,72,1
25,78,1
25,86,1
25,92,1
25,93,1
25,102,1
26,28,1
26,34,1
26,37,1
26,39,1
26,40,1
26,42,1
26,50,1
26,52,1
26,53,1
26,56,1
26,57,1
26,64,1
26,66,1
26,73,1
26,81,1
26,88,1
26,89,1
26,97,1
26,98,1
26,101,1
26,102,1
27,28,1
27,33,1
27,39,1
27,42,1
27,51,1
27,54,1
27,55,1
27,65,1
27,68,1
27,71,1
27,76,1
27,83,1
27,85,1
27,87,1
27,90,1
27,94,1
27,98,1
27,100,1
28,34,1
28,37,1
28,39,1
28,50,1
28,51,1
28,64,1
28,65,1
28,71,1
28,73,1
28,81,1
28,84,1
28,90,1
28,97,1
28,101,1
29,31,1
29,32,1
29,38,1
29,45,1
29,46,1
29,49,1
29,55,1
29,57,1
29,58,1
29,62,1
29,64,1
29,70,1
29,72,1
29,75,1
29,76,1
29,86,1
29,90,1
29,91,1
29,93,1
29,100,1
30,31,1
30,32,1
30,35,1
30,41,1
30,44,1
30,46,1
30,49,1
30,50,1
30,61,1
30,62,1
30,63,1
30,65,1
30,67,1
30,72,1
30,74,1
30,76,1
30,83,1
30,86,1
30,92,1
30,93,1
30,98,1
30,104,1
31,35,1
31,37,1
31,38,1
31,41,1
31,44,1
31,49,1
31,50,1
31,56,1
31,62,1
31,63,1
31,72,1
31,73,1
31,82,1
31,86,1
31,92,1
32,33,1
32,46,1
32,49,1
32,55,1
32,56,1
32,57,1
32,58,1
32,70,1
32,74,1
32,76,1
32,84,1
32,86,1
32,91,1
32,95,1
32,104,1
33,39,1
33,42,1
33,44,1
33,51,1
33,53,1
33,55,1
33,57,1
33,58,1
33,65,1
33,70,1
33,71,1
33,73,1
33,77,1
33,83,1
33,84,1
33,100,1
34,38,1
34,40,1
34,41,1
34,44,1
34,49,1
34,55,1
34,56,1
34,65,1
34,69,1
34,73,1
34,75,1
34,77,1
34,87,1
34,93,1
34,95,1
34,97,1
34,101,1
34,104,1
35,44,1
35,46,1
35,50,1
35,51,1
35,54,1
35,55,1
35,61,1
35,64,1
35,65,1
35,67,1
35,73,1
35,74,1
35,76,1
35,77,1
35,78,1
35,82,1
35,83,1
35,88,1
35,92,1
35,96,1
35,102,1
36,40,1
36,42,1
36,44,1
36,64,1
36,67,1
36,68,1
36,72,1
36,75,1
36,81,1
36,82,1
36,83,1
36,87,1
36,88,1
36,100,1
36,103,1
37,40,1
37,48,1
37,56,1
37,57,1
37,58,1
37,61,1
37,67,1
37,71,1
37,72,1
37,73,1
37,92,1
37,95,1
37,96,1
37,97,1
37,98,1
37,100,1
37,101,1
38,45,1
38,52,1
38,54,1
38,61,1
38,62,1
38,67,1
38,68,1
38,69,1
38,70,1
38,72,1
38,75,1
38,85,1
38,90,1
38,92,1
38,94,1
38,103,1
38,104,1
39,47,1
39,51,1
39,52,1
39,54,1
39,65,1
39,76,1
39,80,1
39,81,1
39,84,1
39,89,1
39,90,1
39,98,1
40,41,1
40,57,1
40,67,1
40,75,1
40,85,1
40,95,1
40,97,1
40,98,1
40,101,1
41,44,1
41,49,1
41,50,1
41,58,1
41,60,1
41,75,1
41,82,1
41,83,1
41,86,1
41,92,1
41,94,1
41,95,1
41,103,1
42,46,1
42,52,1
42,68,1
42,71,1
42,74,1
42,77,1
42,81,1
42,83,1
42,85,1
42,87,1
42,88,1
42,89,1
42,94,1
42,96,1
42,100,1
42,104,1
43,46,1
43,48,1
43,49,1
43,53,1
43,56,1
43,60,1
43,62,1
43,63,1
43,69,1
43,70,1
43,77,1
43,79,1
43,80,1
43,84,1
43,91,1
43,92,1
43,93,1
43,97,1
43,99,1
43,102,1
44,55,1
44,58,1
44,59,1
44,60,1
44,63,1
44,72,1
44,77,1
44,82,1
44,83,1
44,87,1
44,100,1
44,102,1
45,50,1
45,52,1
45,54,1
45,58,1
45,59,1
45,60,1
45,64,1
45,66,1
45,69,1
45,70,1
45,71,1
45,75,1
45,90,1
45,100,1
45,103,1
45,104,1
46,49,1
46,56,1
46,62,1
46,64,1
46,65,1
46,72,1
46,74,1
46,75,1
46,76,1
46,77,1
46,81,1
46,88,1
46,92,1
46,93,1
46,96,1
46,98,1
46,104,1
47,48,1
47,52,1
47,59,1
47,60,1
47,67,1
47,68,1
47,69,1
47,78,1
47,79,1
47,80,1
47,81,1
47,85,1
47,87,1
47,89,1
47,93,1
47,94,1
47,96,1
47,98,1
47,101,1
48,53,1
48,55,1
48,57,1
48,58,1
48,59,1
48,60,1
48,63,1
48,66,1
48,67,1
48,70,1
48,79,1
48,84,1
48,86,1
48,91,1
48,98,1
48,99,1
48,100,1
48,101,1
49,50,1
49,56,1
49,57,1
49,62,1
49,69,1
49,77,1
49,78,1
49,79,1
49,86,1
49,93,1
49,97,1
49,99,1
50,52,1
50,60,1
50,63,1
50,64,1
50,70,1
50,82,1
50,83,1
50,86,1
50,90,1
50,97,1
50,101,1
50,102,1
51,54,1
51,61,1
51,65,1
51,73,1
51,74,1
51,76,1
51,78,1
51,88,1
51,90,1
51,96,1
51,98,1
51,104,1
52,58,1
52,62,1
52,64,1
52,68,1
52,70,1
52,74,1
52,78,1
52,80,1
52,81,1
52,85,1
52,88,1
52,89,1
52,90,1
52,94,1
53,55,1
53,57,1
53,59,1
53,61,1
53,63,1
53,65,1
53,66,1
53,70,1
53,73,1
53,84,1
53,86,1
53,89,1
53,91,1
53,102,1
54,61,1
54,65,1
54,66,1
54,67,1
54,69,1
54,71,1
54,73,1
54,76,1
54,84,1
54,88,1
54,92,1
54,98,1
54,104,1
55,58,1
55,66,1
55,76,1
55,77,1
55,82,1
55,83,1
55,84,1
55,86,1
55,87,1
55,91,1
55,100,1
56,62,1
56,69,1
56,72,1
56,73,1
56,76,1
56,77,1
56,78,1
56,86,1
56,93,1
56,95,1
56,97,1
56,101,1
57,58,1
57,61,1
57,67,1
57,79,1
57,84,1
57,86,1
57,91,1
57,92,1
57,96,1
57,97,1
57,98,1
57,100,1
57,101,1
58,62,1
58,70,1
58,72,1
58,74,1
58,75,1
58,77,1
58,78,1
58,86,1
58,90,1
58,94,1
58,95,1
58,98,1
58,100,1
58,103,1
59,60,1
59,61,1
59,63,1
59,66,1
59,69,1
59,79,1
59,101,1
59,102,1
59,103,1
60,63,1
60,66,1
60,75,1
60,79,1
60,82,1
60,91,1
60,92,1
60,95,1
60,101,1
60,102,1
61,65,1
61,66,1
61,67,1
61,69,1
61,71,1
61,83,1
61,92,1
61,96,1
61,98,1
61,103,1
61,104,1
62,64,1
62,65,1
62,68,1
62,70,1
62,72,1
62,75,1
62,76,1
62,77,1
62,85,1
62,93,1
62,94,1
62,98,1
63,70,1
63,72,1
63,80,1
63,84,1
63,91,1
63,92,1
63,97,1
63,99,1
63,102,1
64,70,1
64,72,1
64,75,1
64,81,1
64,83,1
64,89,1
64,90,1
64,93,1
64,94,1
64,97,1
64,101,1
64,102,1
64,103,1
65,70,1
65,73,1
65,76,1
65,84,1
65,88,1
65,93,1
65,98,1
65,104,1
66,69,1
66,71,1
66,86,1
66,89,1
66,91,1
66,102,1
67,69,1
67,74,1
67,79,1
67,83,1
67,85,1
67,88,1
67,92,1
67,96,1
67,98,1
67,99,1
67,104,1
68,77,1
68,79,1
68,81,1
68,82,1
68,83,1
68,85,1
68,87,1
68,88,1
68,94,1
68,96,1
68,100,1
68,101,1
69,70,1
69,78,1
69,80,1
69,86,1
69,87,1
69,89,1
69,90,1
69,92,1
69,93,1
69,99,1
69,103,1
69,104,1
70,72,1
70,73,1
70,84,1
70,86,1
70,90,1
70,91,1
70,100,1
70,103,1
70,104,1
71,73,1
71,83,1
71,84,1
71,103,1
71,104,1
72,73,1
72,75,1
72,93,1
72,103,1
73,84,1
73,88,1
74,76,1
74,78,1
74,80,1
74,81,1
74,87,1
74,88,1
74,94,1
74,96,1
74,97,1
74,98,1
74,99,1
74,104,1
75,82,1
75,92,1
75,93,1
75,94,1
75,95,1
75,103,1
76,86,1
76,91,1
76,92,1
76,93,1
76,95,1
76,98,1
76,104,1
77,78,1
77,79,1
77,80,1
77,82,1
77,83,1
77,87,1
77,93,1
77,99,1
77,100,1
78,80,1
78,86,1
78,87,1
78,88,1
78,89,1
78,93,1
78,94,1
78,96,1
78,97,1
78,99,1
79,85,1
79,90,1
79,94,1
79,96,1
79,99,1
79,101,1
79,102,1
80,81,1
80,85,1
80,87,1
80,89,1
80,91,1
80,93,1
80,96,1
80,97,1
80,99,1
81,84,1
81,87,1
81,88,1
81,89,1
81,90,1
81,96,1
81,100,1
81,104,1
82,83,1
82,92,1
82,95,1
82,100,1
83,85,1
83,87,1
83,92,1
83,94,1
83,102,1
84,91,1
84,100,1
85,87,1
85,89,1
85,94,1
85,96,1
85,98,1
85,101,1
86,91,1
86,93,1
87,88,1
87,89,1
87,93,1
87,94,1
87,97,1
87,99,1
87,100,1
88,89,1
88,96,1
88,98,1
88,100,1
88,104,1
89,90,1
89,93,1
89,96,1
89,102,1
90,94,1
90,99,1
90,100,1
90,102,1
90,103,1
90,104,1
91,92,1
91,97,1
91,99,1
91,102,1
92,95,1
92,96,1
92,98,1
92,102,1
92,104,1
93,97,1
93,98,1
94,95,1
94,96,1
94,101,1
94,103,1
95,101,1
95,103,1
96,98,1
96,101,1
96,104,1
97,98,1
97,99,1
97,101,1
98,100,1
98,101,1
99,102,1
103,104,1
