source,target,distance
21,47,1
21,50,1
21,53,1
21,54,1
21,55,1
21,58,1
21,61,1
21,63,1
21,65,1
21,71,1
21,77,1
21,82,1
21,87,1
21,96,1
21,97,1
21,102,1
22,23,1
22,27,1
22,29,1
22,30,1
22,33,1
22,37,1
22,38,1
22,40,1
22,41,1
22,43,1
22,50,1
22,51,1
22,52,1
22,59,1
22,70,1
22,71,1
22,72,1
22,78,1
22,88,1
22,90,1
22,95,1
22,98,1
22,99,1
22,101,1
22,102,1
22,104,1
23,26,1
23,30,1
23,35,1
23,38,1
23,47,1
23,50,1
23,60,1
23,63,1
23,65,1
23,66,1
23,70,1
23,80,1
23,90,1
23,92,1
23,99,1
23,102,1
24,28,1
24,29,1
24,32,1
24,34,1
24,41,1
24,46,1
24,47,1
24,54,1
24,59,1
24,63,1
24,66,1
24,77,1
24,82,1
24,84,1
24,86,1
24,93,1
24,98,1
24,103,1
25,28,1
25,31,1
25,42,1
25,48,1
25,49,1
25,52,1
25,64,1
25,68,1
25,69,1
25,72,1
25,73,1
25,74,1
25,76,1
25,77,1
25,83,1
25,85,1
25,100,1
25,101,1
25,103,1
26,27,1
26,29,1
26,32,1
26,33,1
26,34,1
26,43,1
26,44,1
26,50,1
26,61,1
26,62,1
26,65,1
26,66,1
26,82,1
26,87,1
26,90,1
26,92,1
26,104,1
27,28,1
27,32,1
27,33,1
27,35,1
27,40,1
27,41,1
27,43,1
27,49,1
27,51,1
27,55,1
27,56,1
27,59,1
27,65,1
27,72,1
27,83,1
27,90,1
27,91,1
27,93,1
27,96,1
27,103,1
28,35,1
28,41,1
28,44,1
28,47,1
28,49,1
28,53,1
28,55,1
28,64,1
28,69,1
28,73,1
28,76,1
28,77,1
28,79,1
28,81,1
28,82,1
28,84,1
28,92,1
28,93,1
28,96,1
28,97,1
28,100,1
28,101,1
29,34,1
29,38,1
29,41,1
29,42,1
29,43,1
29,50,1
29,54,1
29,58,1
29,62,1
29,66,1
29,73,1
29,75,1
29,78,1
29,82,1
29,87,1
29,95,1
29,98,1
29,99,1
29,102,1
30,33,1
30,34,1
30,35,1
30,36,1
30,38,1
30,41,1
30,45,1
30,47,1
30,54,1
30,55,1
30,63,1
30,70,1
30,80,1
30,82,1
30,84,1
30,99,1
30,102,1
31,37,1
31,42,1
31,48,1
31,50,1
31,53,1
31,57,1
31,60,1
31,61,1
31,64,1
31,67,1
31,70,1
31,71,1
31,72,1
31,74,1
31,78,1
31,85,1
31,87,1
31,89,1
31,96,1
31,97,1
31,100,1
31,104,1
32,33,1
32,37,1
32,43,1
32,47,1
32,49,1
32,59,1
32,63,1
32,65,1
32,72,1
32,77,1
32,83,1
32,90,1
32,93,1
32,98,1
32,103,1
33,34,1
33,37,1
33,43,1
33,49,1
33,54,1
33,59,1
33,65,1
33,82,1
33,83,1
33,84,1
33,90,1
33,91,1
33,98,1
33,103,1
34,35,1
34,36,1
34,41,1
34,43,1
34,45,1
34,50,1
34,54,1
34,58,1
34,62,1
34,63,1
34,66,1
34,78,1
34,82,1
34,84,1
34,95,1
34,96,1
35,36,1
35,38,1
35,40,1
35,41,1
35,42,1
35,45,1
35,47,1
35,55,1
35,63,1
35,67,1
35,75,1
35,84,1
35,96,1
35,102,1
36,38,1
36,42,1
36,45,1
36,50,1
36,53,1
36,59,1
36,60,1
36,63,1
36,72,1
36,74,1
36,75,1
36,76,1
36,80,1
36,84,1
36,86,1
36,89,1
36,99,1
37,40,1
37,43,1
37,50,1
37,51,1
37,53,1
37,54,1
37,59,1
37,60,1
37,68,1
37,71,1
37,72,1
37,79,1
37,80,1
37,81,1
37,86,1
37,89,1
37,90,1
37,91,1
37,93,1
37,97,1
37,103,1
38,42,1
38,53,1
38,58,1
38,70,1
38,73,1
38,75,1
38,78,1
38,80,1
38,86,1
38,88,1
38,99,1
38,101,1
38,102,1
38,104,1
39,48,1
39,53,1
39,56,1
39,57,1
39,58,1
39,61,1
39,62,1
39,65,1
39,69,1
39,71,1
39,79,1
39,81,1
39,83,1
39,88,1
39,91,1
39,93,1
39,94,1
39,96,1
39,97,1
40,41,1
40,43,1
40,48,1
40,50,1
40,51,1
40,52,1
40,56,1
40,59,1
40,67,1
40,71,1
40,72,1
40,75,1
40,85,1
40,88,1
40,91,1
40,93,1
40,98,1
40,100,1
41,46,1
41,47,1
41,51,1
41,54,1
41,55,1
41,63,1
41,66,1
41,72,1
41,75,1
41,77,1
41,82,1
41,86,1
41,96,1
42,45,1
42,50,1
42,53,1
42,60,1
42,63,1
42,64,1
42,72,1
42,73,1
42,74,1
42,75,1
42,80,1
42,86,1
42,99,1
42,102,1
43,52,1
43,54,1
43,58,1
43,65,1
43,66,1
43,72,1
43,73,1
43,78,1
43,87,1
43,88,1
43,90,1
43,91,1
43,95,1
43,98,1
43,102,1
44,49,1
44,50,1
44,52,1
44,56,1
44,57,1
44,60,1
44,62,1
44,68,1
44,69,1
44,73,1
44,79,1
44,81,1
44,84,1
44,91,1
44,92,1
44,93,1
44,94,1
44,100,1
45,46,1
45,49,1
45,58,1
45,63,1
45,72,1
45,74,1
45,80,1
45,83,1
45,84,1
45,88,1
45,97,1
45,99,1
45,103,1
46,47,1
46,49,1
46,54,1
46,59,1
46,60,1
46,64,1
46,77,1
46,79,1
46,83,1
46,86,1
46,88,1
46,89,1
46,97,1
46,99,1
46,103,1
47,54,1
47,59,1
47,60,1
47,63,1
47,64,1
47,77,1
47,79,1
47,83,1
47,84,1
47,86,1
47,88,1
47,89,1
47,102,1
48,53,1
48,57,1
48,61,1
48,62,1
48,67,1
48,68,1
48,71,1
48,75,1
48,76,1
48,78,1
48,85,1
48,87,1
48,91,1
48,94,1
48,96,1
48,100,1
48,101,1
48,104,1
49,52,1
49,56,1
49,57,1
49,59,1
49,68,1
49,69,1
49,76,1
49,77,1
49,81,1
49,83,1
49,84,1
49,89,1
49,97,1
49,103,1
50,53,1
50,59,1
50,60,1
50,62,1
50,66,1
50,68,1
50,71,1
50,72,1
50,80,1
50,97,1
51,55,1
51,56,1
51,57,1
51,62,1
51,69,1
51,72,1
51,79,1
51,81,1
51,85,1
51,90,1
51,91,1
51,93,1
51,94,1
51,98,1
51,103,1
52,56,1
52,57,1
52,58,1
52,61,1
52,69,1
52,70,1
52,72,1
52,73,1
52,76,1
52,77,1
52,78,1
52,81,1
52,84,1
52,88,1
52,89,1
52,92,1
52,98,1
52,99,1
52,100,1
52,101,1
53,55,1
53,58,1
53,59,1
53,61,1
53,64,1
53,71,1
53,74,1
53,75,1
53,76,1
53,80,1
53,82,1
53,86,1
53,89,1
53,96,1
53,97,1
53,104,1
54,66,1
54,77,1
54,82,1
54,84,1
54,86,1
54,90,1
54,91,1
54,96,1
55,56,1
55,63,1
55,67,1
55,70,1
55,73,1
55,74,1
55,75,1
55,77,1
55,82,1
55,84,1
55,85,1
55,92,1
55,96,1
55,97,1
56,57,1
56,65,1
56,67,1
56,69,1
56,70,1
56,71,1
56,74,1
56,81,1
56,85,1
56,94,1
57,61,1
57,62,1
57,65,1
57,69,1
57,71,1
57,78,1
57,81,1
57,91,1
57,94,1
57,96,1
57,97,1
57,104,1
58,61,1
58,66,1
58,67,1
58,70,1
58,74,1
58,78,1
58,88,1
58,95,1
58,97,1
58,98,1
58,99,1
58,101,1
58,102,1
59,60,1
59,64,1
59,71,1
59,72,1
59,76,1
59,83,1
59,86,1
59,89,1
59,93,1
59,98,1
59,103,1
60,64,1
60,67,1
60,68,1
60,70,1
60,71,1
60,73,1
60,74,1
60,80,1
60,84,1
60,86,1
60,89,1
60,92,1
61,65,1
61,79,1
61,82,1
61,85,1
61,87,1
61,88,1
61,90,1
61,94,1
61,97,1
61,98,1
61,99,1
61,100,1
61,104,1
62,66,1
62,68,1
62,91,1
62,92,1
62,93,1
62,94,1
62,96,1
62,98,1
62,103,1
63,72,1
63,74,1
63,77,1
63,80,1
63,84,1
63,99,1
63,102,1
64,67,1
64,69,1
64,70,1
64,71,1
64,72,1
64,74,1
64,86,1
64,89,1
64,100,1
64,101,1
65,66,1
65,69,1
65,71,1
65,82,1
65,87,1
65,90,1
65,92,1
65,94,1
65,95,1
65,96,1
65,104,1
66,78,1
66,80,1
66,82,1
66,90,1
66,92,1
66,95,1
67,70,1
67,74,1
67,75,1
67,78,1
67,85,1
67,89,1
67,95,1
67,100,1
67,101,1
68,69,1
68,71,1
68,73,1
68,76,1
68,77,1
68,80,1
68,81,1
68,83,1
68,84,1
68,85,1
68,92,1
68,100,1
68,101,1
68,103,1
69,71,1
69,79,1
69,81,1
69,92,1
69,93,1
69,94,1
69,100,1
69,101,1
70,73,1
70,74,1
70,78,1
70,85,1
70,89,1
70,95,1
70,99,1
70,101,1
70,102,1
70,104,1
71,72,1
71,74,1
71,80,1
71,82,1
71,87,1
71,94,1
71,95,1
71,97,1
71,104,1
72,74,1
72,80,1
72,86,1
72,88,1
72,89,1
72,98,1
72,103,1
73,75,1
73,77,1
73,78,1
73,84,1
73,87,1
73,88,1
73,92,1
73,95,1
73,96,1
73,98,1
73,99,1
73,100,1
73,101,1
73,102,1
74,78,1
74,80,1
74,85,1
74,89,1
74,95,1
74,101,1
75,80,1
75,85,1
75,86,1
75,99,1
75,100,1
75,102,1
76,77,1
76,81,1
76,83,1
76,84,1
76,85,1
76,86,1
76,89,1
76,100,1
76,101,1
76,103,1
77,81,1
77,83,1
77,84,1
77,86,1
77,89,1
77,92,1
77,96,1
77,103,1
78,95,1
78,96,1
78,101,1
78,104,1
79,81,1
79,83,1
79,86,1
79,88,1
79,90,1
79,91,1
79,93,1
79,97,1
79,100,1
80,86,1
80,92,1
80,102,1
81,89,1
81,90,1
81,91,1
81,92,1
81,93,1
81,100,1
82,84,1
82,87,1
82,90,1
82,94,1
82,95,1
82,96,1
82,97,1
82,104,1
83,86,1
83,88,1
83,97,1
83,103,1
84,88,1
84,92,1
84,96,1
84,98,1
84,101,1
85,87,1
85,100,1
85,101,1
85,104,1
86,88,1
86,89,1
87,90,1
87,94,1
87,95,1
87,96,1
87,100,1
87,102,1
87,104,1
88,92,1
88,98,1
88,99,1
88,101,1
88,102,1
90,91,1
90,92,1
90,93,1
90,98,1
90,104,1
91,93,1
91,94,1
91,96,1
91,98,1
91,103,1
92,96,1
92,98,1
92,101,1
93,94,1
93,98,1
93,100,1
93,103,1
94,95,1
94,96,1
94,97,1
94,98,1
94,103,1
95,98,1
95,101,1
95,102,1
96,97,1
96,104,1
97,99,1
97,103,1
98,99,1
98,101,1
98,103,1
99,102,1
100,101,1
100,104,1
101,104,1
