ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size	uniq_id
0	1	0	0	0.197916	0.444877511232024	0.444878	-0.703519	13
1	2	2	1	0.197883	0.444840420825266	0.44484	-0.703592	8
2	3	4	2	0.197811	0.444759485564951	0.444759	-0.70375	4
3	4	2	1	0.197751	0.444692028262257	0.444692	-0.703881	3
4	5	4	2	0.197663	0.444593072370679	0.444593	-0.704075	0
5	6	2	1	0.00110098	0.0331810186703181	0.033181	-2.95822	14
6	7	4	1	0.0011007	0.0331767991222782	0.0331768	-2.95833	11
7	8	4	1	0.00109952	0.0331590108417003	0.033159	-2.9588	2
8	-1	4	2	0.0010992	0.0331541852561634	0.0331542	-2.95892	1
9	-1	4	1	0.00109908	0.0331523754804991	0.0331524	-2.95897	6
10	-1	4	1	0.00109896	0.0331505656060345	0.0331506	-2.95902	7
11	-1	4	1	0.0010979	0.0331345740881032	0.0331346	-2.95944	10
12	-1	4	2	0.00109618	0.0331086091523036	0.0331086	-2.96012	5
13	-1	2	1	0.00109554	0.0330989425812971	0.0330989	-2.96037	12
14	-1	4	1	0.00108584	0.0329520864286315	0.0329521	-2.96423	9
