source,target,distance
0,1,1
0,8,1
0,13,1
0,18,1
0,22,1
0,24,1
0,34,1
0,36,1
0,40,1
0,41,1
0,46,1
0,47,1
0,49,1
0,54,1
0,56,1
0,63,1
0,65,1
0,73,1
0,74,1
0,75,1
0,90,1
0,92,1
0,97,1
0,98,1
1,11,1
1,13,1
1,14,1
1,26,1
1,34,1
1,35,1
1,36,1
1,37,1
1,40,1
1,47,1
1,50,1
1,54,1
1,55,1
1,72,1
1,73,1
1,74,1
1,75,1
1,76,1
1,90,1
1,92,1
1,95,1
1,97,1
1,98,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,12,1
2,15,1
2,16,1
2,19,1
2,20,1
2,23,1
2,28,1
2,30,1
2,31,1
2,58,1
2,62,1
2,64,1
2,66,1
2,67,1
2,68,1
2,82,1
2,101,1
2,102,1
2,104,1
3,4,1
3,5,1
3,6,1
3,9,1
3,11,1
3,12,1
3,15,1
3,16,1
3,20,1
3,23,1
3,26,1
3,28,1
3,33,1
3,37,1
3,43,1
3,59,1
3,62,1
3,70,1
3,71,1
3,85,1
3,88,1
3,96,1
3,102,1
4,6,1
4,7,1
4,8,1
4,9,1
4,11,1
4,12,1
4,16,1
4,17,1
4,19,1
4,20,1
4,29,1
4,32,1
4,35,1
4,47,1
4,50,1
4,58,1
4,59,1
4,76,1
4,79,1
4,84,1
4,88,1
4,93,1
4,97,1
4,98,1
4,103,1
4,104,1
5,6,1
5,7,1
5,8,1
5,9,1
5,11,1
5,12,1
5,16,1
5,17,1
5,19,1
5,20,1
5,23,1
5,28,1
5,34,1
5,41,1
5,42,1
5,44,1
5,49,1
5,54,1
5,56,1
5,62,1
5,69,1
5,75,1
5,80,1
5,91,1
5,94,1
5,102,1
6,7,1
6,9,1
6,11,1
6,12,1
6,15,1
6,17,1
6,23,1
6,28,1
6,29,1
6,33,1
6,43,1
6,45,1
6,51,1
6,61,1
6,71,1
6,72,1
6,81,1
6,93,1
6,95,1
6,96,1
7,8,1
7,9,1
7,15,1
7,16,1
7,17,1
7,20,1
7,32,1
7,42,1
7,45,1
7,46,1
7,51,1
7,58,1
7,60,1
7,65,1
7,79,1
7,80,1
7,83,1
7,86,1
7,87,1
7,104,1
8,9,1
8,11,1
8,12,1
8,15,1
8,16,1
8,17,1
8,18,1
8,19,1
8,22,1
8,24,1
8,41,1
8,44,1
8,46,1
8,50,1
8,52,1
8,54,1
8,56,1
8,63,1
8,65,1
8,73,1
8,75,1
8,89,1
8,94,1
8,103,1
9,12,1
9,15,1
9,17,1
9,20,1
9,22,1
9,25,1
9,32,1
9,43,1
9,45,1
9,51,1
9,60,1
9,63,1
9,69,1
9,71,1
9,79,1
9,86,1
9,91,1
9,100,1
10,13,1
10,14,1
10,18,1
10,19,1
10,21,1
10,24,1
10,35,1
10,36,1
10,38,1
10,41,1
10,44,1
10,48,1
10,49,1
10,52,1
10,53,1
10,55,1
10,67,1
10,74,1
10,76,1
10,77,1
10,82,1
10,84,1
10,92,1
10,99,1
11,12,1
11,14,1
11,15,1
11,16,1
11,17,1
11,19,1
11,26,1
11,35,1
11,37,1
11,50,1
11,52,1
11,55,1
11,56,1
11,72,1
11,84,1
11,89,1
11,90,1
11,94,1
11,95,1
11,97,1
11,98,1
11,103,1
12,15,1
12,19,1
12,23,1
12,28,1
12,43,1
12,47,1
12,50,1
12,55,1
12,61,1
12,70,1
12,71,1
12,76,1
12,81,1
12,84,1
12,85,1
12,90,1
12,98,1
12,103,1
13,19,1
13,21,1
13,34,1
13,36,1
13,38,1
13,40,1
13,47,1
13,53,1
13,54,1
13,67,1
13,73,1
13,74,1
13,75,1
13,77,1
13,82,1
13,89,1
13,90,1
13,92,1
13,97,1
13,98,1
13,99,1
14,18,1
14,21,1
14,24,1
14,26,1
14,35,1
14,37,1
14,41,1
14,44,1
14,47,1
14,48,1
14,49,1
14,53,1
14,55,1
14,72,1
14,76,1
14,84,1
14,90,1
14,95,1
14,97,1
14,99,1
14,103,1
15,16,1
15,17,1
15,19,1
15,20,1
15,31,1
15,39,1
15,40,1
15,43,1
15,45,1
15,48,1
15,51,1
15,52,1
15,53,1
15,57,1
15,71,1
15,74,1
15,89,1
15,92,1
15,99,1
15,101,1
16,19,1
16,20,1
16,21,1
16,27,1
16,36,1
16,40,1
16,48,1
16,52,1
16,53,1
16,58,1
16,62,1
16,66,1
16,68,1
16,74,1
16,78,1
16,89,1
16,102,1
16,104,1
17,19,1
17,20,1
17,24,1
17,25,1
17,32,1
17,34,1
17,44,1
17,45,1
17,49,1
17,51,1
17,54,1
17,56,1
17,73,1
17,79,1
17,83,1
17,87,1
17,94,1
17,100,1
18,21,1
18,22,1
18,24,1
18,34,1
18,35,1
18,41,1
18,44,1
18,46,1
18,48,1
18,49,1
18,53,1
18,55,1
18,63,1
18,65,1
18,73,1
18,75,1
18,76,1
18,84,1
18,94,1
18,99,1
19,20,1
19,21,1
19,36,1
19,38,1
19,40,1
19,48,1
19,50,1
19,52,1
19,56,1
19,67,1
19,77,1
19,82,1
19,89,1
19,92,1
19,94,1
19,99,1
19,103,1
20,27,1
20,30,1
20,32,1
20,38,1
20,39,1
20,57,1
20,58,1
20,62,1
20,64,1
20,77,1
20,78,1
20,79,1
20,102,1
20,104,1
21,26,1
21,27,1
21,35,1
21,38,1
21,40,1
21,41,1
21,42,1
21,46,1
21,48,1
21,52,1
21,53,1
21,67,1
21,68,1
21,70,1
21,74,1
21,87,1
