source,target,distance
29,85,1
29,87,1
29,88,1
29,96,1
29,98,1
29,99,1
29,100,1
29,103,1
30,31,1
30,34,1
30,37,1
30,40,1
30,41,1
30,42,1
30,46,1
30,57,1
30,60,1
30,72,1
30,80,1
30,83,1
31,32,1
31,35,1
31,37,1
31,40,1
31,41,1
31,42,1
31,46,1
31,47,1
31,49,1
31,58,1
31,68,1
31,72,1
31,80,1
31,87,1
31,97,1
32,34,1
32,37,1
32,38,1
32,39,1
32,42,1
32,47,1
32,56,1
32,57,1
32,61,1
32,66,1
32,71,1
32,78,1
32,81,1
32,84,1
32,89,1
32,92,1
32,93,1
32,94,1
32,97,1
32,98,1
33,36,1
33,43,1
33,48,1
33,49,1
33,50,1
33,53,1
33,54,1
33,56,1
33,59,1
33,63,1
33,71,1
33,74,1
33,78,1
33,81,1
33,86,1
33,87,1
33,90,1
34,38,1
34,39,1
34,40,1
34,46,1
34,49,1
34,52,1
34,55,1
34,57,1
34,59,1
34,60,1
34,64,1
34,71,1
34,72,1
34,81,1
34,83,1
34,84,1
34,92,1
34,97,1
34,102,1
35,42,1
35,43,1
35,47,1
35,49,1
35,58,1
35,61,1
35,68,1
35,73,1
35,75,1
35,79,1
35,83,1
35,87,1
35,97,1
35,100,1
35,104,1
36,50,1
36,54,1
36,56,1
36,62,1
36,63,1
36,65,1
36,66,1
36,69,1
36,70,1
36,86,1
36,88,1
36,89,1
36,94,1
36,95,1
36,101,1
36,102,1
36,103,1
37,38,1
37,39,1
37,40,1
37,46,1
37,65,1
37,66,1
37,69,1
37,73,1
37,79,1
37,82,1
37,88,1
37,94,1
37,104,1
38,39,1
38,52,1
38,55,1
38,60,1
38,62,1
38,69,1
38,72,1
38,73,1
38,79,1
38,84,1
38,94,1
38,95,1
38,98,1
38,104,1
39,45,1
39,52,1
39,54,1
39,55,1
39,64,1
39,65,1
39,67,1
39,77,1
39,78,1
39,81,1
39,92,1
39,93,1
39,94,1
39,102,1
40,44,1
40,46,1
40,49,1
40,51,1
40,59,1
40,60,1
40,65,1
40,66,1
40,70,1
40,71,1
40,72,1
40,84,1
40,90,1
40,93,1
40,99,1
40,100,1
40,104,1
41,50,1
41,51,1
41,52,1
41,68,1
41,70,1
41,72,1
41,74,1
41,77,1
41,78,1
41,83,1
41,94,1
41,96,1
41,97,1
41,98,1
41,99,1
41,103,1
41,104,1
42,43,1
42,45,1
42,47,1
42,48,1
42,51,1
42,56,1
42,58,1
42,61,1
42,70,1
42,71,1
42,80,1
42,85,1
42,89,1
42,104,1
43,47,1
43,48,1
43,53,1
43,56,1
43,58,1
43,59,1
43,74,1
43,76,1
43,80,1
43,83,1
43,89,1
43,90,1
43,96,1
43,97,1
43,100,1
43,101,1
44,45,1
44,46,1
44,49,1
44,51,1
44,55,1
44,57,1
44,59,1
44,60,1
44,63,1
44,65,1
44,66,1
44,69,1
44,70,1
44,74,1
44,75,1
44,80,1
44,90,1
44,91,1
44,92,1
44,93,1
44,104,1
45,51,1
45,53,1
45,60,1
45,61,1
45,62,1
45,63,1
45,64,1
45,67,1
45,70,1
45,71,1
45,91,1
45,92,1
45,93,1
45,99,1
45,102,1
45,104,1
46,52,1
46,66,1
46,69,1
46,73,1
46,82,1
46,84,1
46,88,1
46,92,1
46,100,1
46,104,1
47,51,1
47,58,1
47,61,1
47,68,1
47,71,1
47,79,1
47,82,1
47,83,1
47,85,1
47,87,1
47,89,1
47,97,1
47,100,1
47,103,1
48,53,1
48,56,1
48,68,1
48,70,1
48,74,1
48,76,1
48,79,1
48,80,1
48,85,1
48,86,1
48,90,1
48,96,1
48,98,1
48,99,1
48,101,1
48,103,1
49,54,1
49,59,1
49,60,1
49,63,1
49,71,1
49,72,1
49,74,1
49,93,1
49,99,1
49,104,1
50,52,1
50,54,1
50,56,1
50,57,1
50,62,1
50,63,1
50,66,1
50,67,1
50,69,1
50,77,1
50,86,1
50,95,1
50,96,1
50,99,1
50,102,1
51,52,1
51,62,1
51,64,1
51,65,1
51,70,1
51,71,1
51,74,1
51,82,1
51,85,1
51,90,1
51,91,1
51,93,1
51,95,1
51,99,1
51,104,1
52,64,1
52,70,1
52,74,1
52,78,1
52,81,1
52,84,1
52,88,1
52,92,1
52,94,1
52,96,1
52,97,1
52,98,1
52,99,1
52,101,1
52,102,1
52,104,1
53,55,1
53,60,1
53,67,1
53,77,1
53,78,1
53,81,1
53,89,1
53,90,1
53,91,1
53,93,1
53,95,1
53,99,1
53,102,1
54,56,1
54,59,1
54,63,1
54,64,1
54,65,1
54,67,1
54,71,1
54,74,1
54,76,1
54,77,1
54,78,1
54,86,1
54,87,1
54,89,1
54,102,1
55,60,1
55,62,1
55,65,1
55,72,1
55,75,1
55,78,1
55,81,1
55,84,1
55,90,1
55,92,1
55,94,1
55,95,1
55,97,1
55,98,1
56,57,1
56,58,1
56,59,1
56,61,1
56,63,1
56,65,1
56,66,1
56,67,1
56,76,1
56,80,1
56,86,1
56,89,1
56,97,1
57,60,1
57,61,1
57,65,1
57,66,1
57,67,1
57,69,1
57,72,1
57,77,1
57,83,1
57,89,1
57,90,1
57,96,1
57,102,1
58,59,1
58,61,1
58,68,1
58,70,1
58,75,1
58,80,1
58,83,1
58,87,1
58,88,1
58,97,1
58,100,1
58,103,1
59,60,1
59,63,1
59,70,1
59,71,1
59,72,1
59,74,1
59,80,1
59,91,1
59,97,1
59,99,1
60,67,1
60,71,1
60,72,1
60,83,1
60,84,1
60,91,1
60,93,1
60,99,1
60,104,1
61,62,1
61,64,1
61,66,1
61,71,1
61,73,1
61,78,1
61,82,1
61,85,1
61,88,1
61,89,1
61,97,1
61,98,1
62,64,1
62,69,1
62,73,1
62,82,1
62,84,1
62,85,1
62,86,1
62,88,1
62,94,1
62,95,1
63,70,1
63,71,1
63,74,1
63,78,1
63,80,1
63,86,1
63,87,1
63,91,1
63,92,1
63,93,1
63,99,1
64,65,1
64,67,1
64,71,1
64,73,1
64,77,1
64,81,1
64,82,1
64,88,1
64,92,1
64,102,1
65,66,1
65,67,1
65,69,1
65,70,1
65,73,1
65,75,1
65,76,1
65,77,1
65,86,1
65,90,1
65,95,1
65,102,1
65,104,1
66,69,1
66,73,1
66,75,1
66,77,1
66,79,1
66,84,1
66,85,1
66,89,1
66,90,1
66,95,1
66,96,1
66,100,1
66,103,1
67,76,1
67,77,1
67,81,1
67,86,1
67,89,1
67,91,1
67,93,1
67,95,1
67,99,1
67,102,1
68,70,1
68,74,1
68,75,1
68,76,1
68,79,1
68,85,1
68,86,1
68,87,1
68,88,1
68,96,1
68,98,1
68,103,1
69,73,1
69,79,1
69,82,1
69,86,1
69,88,1
69,89,1
69,90,1
69,95,1
69,101,1
69,102,1
69,104,1
70,71,1
70,74,1
70,76,1
70,87,1
70,88,1
70,90,1
70,94,1
70,99,1
70,101,1
70,103,1
70,104,1
71,72,1
71,74,1
71,89,1
71,91,1
71,93,1
71,104,1
72,77,1
72,83,1
72,84,1
73,75,1
73,76,1
73,79,1
73,82,1
73,83,1
73,88,1
73,94,1
73,96,1
73,100,1
73,101,1
73,104,1
74,76,1
74,80,1
74,86,1
74,91,1
74,96,1
74,98,1
74,99,1
74,101,1
74,104,1
75,78,1
75,79,1
75,83,1
75,85,1
75,87,1
75,90,1
75,100,1
75,103,1
75,104,1
76,82,1
76,86,1
76,88,1
76,94,1
76,96,1
76,98,1
76,99,1
76,101,1
77,89,1
77,91,1
77,92,1
77,93,1
77,95,1
77,96,1
77,102,1
78,81,1
78,87,1
78,89,1
78,92,1
78,94,1
78,97,1
78,98,1
78,99,1
79,83,1
79,85,1
79,90,1
79,98,1
79,100,1
79,103,1
79,104,1
80,89,1
80,91,1
80,97,1
81,90,1
81,91,1
81,92,1
81,93,1
81,97,1
81,98,1
81,102,1
82,85,1
82,88,1
82,94,1
82,95,1
82,96,1
82,101,1
83,96,1
83,97,1
83,100,1
83,104,1
84,92,1
84,94,1
84,95,1
84,97,1
84,100,1
85,95,1
85,98,1
85,100,1
85,103,1
86,89,1
86,95,1
86,98,1
87,88,1
87,90,1
87,103,1
88,94,1
88,96,1
88,98,1
88,101,1
88,103,1
89,91,1
89,95,1
89,97,1
89,98,1
89,101,1
89,102,1
90,100,1
90,104,1
91,92,1
91,93,1
91,95,1
91,99,1
91,102,1
92,93,1
92,102,1
93,99,1
94,95,1
94,96,1
94,97,1
94,98,1
94,99,1
94,101,1
94,103,1
95,101,1
95,102,1
96,99,1
96,101,1
96,103,1
97,98,1
97,99,1
97,100,1
98,99,1
98,101,1
98,103,1
99,104,1
100,103,1
100,104,1
101,102,1
101,103,1
