source,target,distance
0,1,1
0,5,1
0,7,1
0,8,1
0,9,1
0,11,1
0,12,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,26,1
0,27,1
0,28,1
0,33,1
0,36,1
0,44,1
0,49,1
0,55,1
0,65,1
0,75,1
0,78,1
0,81,1
0,90,1
0,97,1
0,98,1
0,101,1
1,3,1
1,5,1
1,7,1
1,8,1
1,10,1
1,15,1
1,16,1
1,18,1
1,19,1
1,27,1
1,28,1
1,33,1
1,43,1
1,48,1
1,53,1
1,54,1
1,55,1
1,59,1
1,63,1
1,76,1
1,78,1
1,80,1
1,86,1
1,87,1
1,90,1
2,4,1
2,13,1
2,14,1
2,19,1
2,25,1
2,33,1
2,39,1
2,41,1
2,45,1
2,47,1
2,51,1
2,53,1
2,61,1
2,62,1
2,64,1
2,71,1
2,72,1
2,77,1
2,79,1
2,81,1
2,85,1
2,90,1
2,102,1
2,103,1
3,5,1
3,7,1
3,8,1
3,9,1
3,11,1
3,12,1
3,15,1
3,16,1
3,17,1
3,18,1
3,19,1
3,22,1
3,29,1
3,30,1
3,37,1
3,38,1
3,41,1
3,50,1
3,52,1
3,57,1
3,59,1
3,66,1
3,72,1
3,77,1
3,80,1
3,96,1
3,99,1
4,8,1
4,13,1
4,20,1
4,25,1
4,29,1
4,33,1
4,35,1
4,41,1
4,45,1
4,50,1
4,53,1
4,57,1
4,61,1
4,62,1
4,64,1
4,72,1
4,77,1
4,81,1
4,83,1
4,90,1
4,92,1
4,93,1
4,100,1
5,8,1
5,10,1
5,11,1
5,12,1
5,16,1
5,17,1
5,18,1
5,22,1
5,24,1
5,26,1
5,31,1
5,35,1
5,40,1
5,46,1
5,49,1
5,60,1
5,76,1
5,84,1
5,86,1
5,93,1
5,99,1
6,13,1
6,14,1
6,15,1
6,20,1
6,27,1
6,28,1
6,29,1
6,30,1
6,47,1
6,51,1
6,53,1
6,57,1
6,58,1
6,67,1
6,68,1
6,75,1
6,78,1
6,81,1
6,82,1
6,83,1
6,85,1
6,87,1
6,90,1
6,91,1
7,9,1
7,10,1
7,11,1
7,16,1
7,17,1
7,18,1
7,19,1
7,36,1
7,37,1
7,38,1
7,59,1
7,69,1
7,70,1
7,80,1
7,88,1
7,89,1
7,94,1
7,95,1
7,101,1
7,102,1
7,103,1
8,9,1
8,10,1
8,12,1
8,15,1
8,17,1
8,19,1
8,20,1
8,25,1
8,28,1
8,29,1
8,30,1
8,35,1
8,42,1
8,50,1
8,55,1
8,71,1
8,72,1
8,77,1
8,83,1
8,92,1
8,93,1
8,96,1
8,100,1
9,10,1
9,11,1
9,15,1
9,17,1
9,18,1
9,19,1
9,23,1
9,36,1
9,37,1
9,38,1
9,42,1
9,51,1
9,61,1
9,62,1
9,64,1
9,71,1
9,73,1
9,82,1
9,85,1
9,88,1
9,95,1
9,101,1
10,11,1
10,12,1
10,15,1
10,16,1
10,17,1
10,18,1
10,19,1
10,32,1
10,42,1
10,45,1
10,46,1
10,47,1
10,51,1
10,61,1
10,62,1
10,70,1
10,71,1
10,76,1
10,82,1
10,84,1
10,86,1
10,89,1
10,104,1
11,12,1
11,17,1
11,18,1
11,19,1
11,23,1
11,26,1
11,32,1
11,36,1
11,37,1
11,38,1
11,39,1
11,49,1
11,69,1
11,73,1
11,79,1
11,94,1
11,101,1
11,104,1
12,15,1
12,16,1
12,17,1
12,19,1
12,21,1
12,25,1
12,26,1
12,30,1
12,31,1
12,34,1
12,41,1
12,46,1
12,49,1
12,50,1
12,57,1
12,60,1
12,72,1
12,83,1
12,84,1
12,96,1
13,15,1
13,25,1
13,33,1
13,41,1
13,45,1
13,53,1
13,55,1
13,58,1
13,61,1
13,62,1
13,64,1
13,67,1
13,68,1
13,72,1
13,75,1
13,77,1
13,78,1
13,81,1
13,87,1
13,90,1
13,91,1
14,19,1
14,20,1
14,27,1
14,29,1
14,30,1
14,39,1
14,42,1
14,45,1
14,47,1
14,51,1
14,57,1
14,61,1
14,64,1
14,75,1
14,78,1
14,79,1
14,82,1
14,83,1
14,85,1
14,87,1
14,102,1
14,103,1
15,16,1
15,18,1
15,19,1
15,27,1
15,28,1
15,33,1
15,42,1
15,50,1
15,53,1
15,55,1
15,58,1
15,67,1
15,68,1
15,71,1
15,75,1
15,81,1
15,87,1
15,91,1
15,96,1
16,17,1
16,18,1
16,43,1
16,44,1
16,46,1
16,56,1
16,58,1
16,59,1
16,63,1
16,74,1
16,76,1
16,80,1
16,84,1
16,86,1
16,91,1
16,97,1
17,21,1
17,24,1
17,26,1
17,34,1
17,36,1
17,40,1
17,46,1
17,49,1
17,52,1
17,66,1
17,84,1
17,92,1
17,100,1
17,101,1
18,37,1
18,38,1
18,48,1
18,54,1
18,56,1
18,59,1
18,65,1
18,67,1
18,68,1
18,74,1
18,76,1
18,80,1
18,86,1
18,98,1
19,28,1
19,39,1
19,42,1
19,45,1
19,47,1
19,50,1
19,55,1
19,62,1
19,64,1
19,71,1
19,79,1
19,82,1
19,85,1
19,96,1
19,102,1
19,103,1
20,25,1
20,27,1
20,29,1
20,30,1
20,35,1
20,41,1
20,47,1
20,51,1
20,57,1
20,75,1
20,77,1
20,78,1
20,82,1
20,83,1
20,85,1
20,87,1
20,92,1
20,93,1
20,96,1
20,100,1
21,24,1
21,25,1
21,26,1
21,28,1
21,30,1
21,31,1
21,37,1
21,40,1
21,41,1
21,42,1
21,44,1
21,46,1
21,66,1
21,72,1
21,75,1
21,79,1
21,80,1
21,84,1
21,85,1
21,100,1
21,103,1
21,104,1
22,24,1
22,26,1
22,31,1
22,32,1
22,35,1
22,43,1
22,44,1
22,47,1
22,49,1
22,50,1
22,54,1
22,56,1
22,57,1
22,58,1
22,61,1
22,65,1
22,66,1
22,68,1
22,69,1
22,77,1
22,80,1
22,86,1
22,87,1
22,89,1
22,90,1
22,96,1
23,25,1
23,32,1
23,36,1
23,37,1
23,38,1
23,39,1
23,50,1
23,51,1
23,52,1
23,55,1
23,62,1
23,69,1
23,81,1
23,82,1
23,84,1
23,85,1
23,86,1
23,92,1
23,93,1
23,94,1
23,95,1
23,98,1
24,26,1
24,30,1
24,31,1
24,32,1
24,34,1
24,35,1
24,38,1
24,42,1
24,46,1
24,49,1
24,52,1
24,55,1
24,60,1
24,61,1
24,72,1
24,78,1
24,80,1
24,84,1
24,89,1
24,92,1
24,97,1
24,98,1
25,30,1
25,31,1
25,32,1
25,39,1
25,41,1
25,44,1
25,45,1
25,50,1
25,57,1
25,63,1
25,72,1
25,77,1
25,81,1
25,91,1
25,92,1
25,93,1
26,27,1
26,30,1
26,31,1
26,32,1
26,35,1
26,40,1
26,42,1
26,43,1
26,48,1
26,49,1
26,56,1
26,60,1
26,80,1
26,93,1
26,97,1
26,99,1
27,33,1
27,42,1
27,43,1
27,48,1
27,53,1
27,54,1
27,56,1
27,63,1
27,74,1
27,75,1
27,76,1
27,78,1
27,80,1
27,87,1
27,90,1
27,96,1
27,101,1
28,30,1
28,31,1
28,37,1
28,40,1
28,44,1
28,46,1
28,55,1
28,65,1
28,69,1
28,73,1
28,75,1
28,78,1
28,79,1
28,81,1
28,82,1
28,87,1
28,88,1
28,90,1
28,97,1
28,98,1
28,100,1
29,30,1
29,35,1
29,41,1
29,48,1
29,50,1
29,52,1
29,57,1
29,58,1
29,68,1
29,70,1
29,79,1
29,83,1
