source,target,distance
0,1,1
0,3,1
0,4,1
0,5,1
0,7,1
0,9,1
0,10,1
0,11,1
0,13,1
0,14,1
0,15,1
0,18,1
0,27,1
0,29,1
0,30,1
0,50,1
0,69,1
0,73,1
0,75,1
0,78,1
0,84,1
0,86,1
0,88,1
0,90,1
0,92,1
0,97,1
0,102,1
0,103,1
1,2,1
1,3,1
1,4,1
1,5,1
1,7,1
1,8,1
1,10,1
1,15,1
1,17,1
1,38,1
1,54,1
1,58,1
1,60,1
1,66,1
1,70,1
1,71,1
1,78,1
1,80,1
1,81,1
1,83,1
1,90,1
1,91,1
1,93,1
1,96,1
1,99,1
2,3,1
2,4,1
2,7,1
2,8,1
2,10,1
2,11,1
2,15,1
2,16,1
2,17,1
2,33,1
2,35,1
2,44,1
2,47,1
2,51,1
2,54,1
2,58,1
2,61,1
2,67,1
2,71,1
2,80,1
2,81,1
2,83,1
2,85,1
3,5,1
3,7,1
3,8,1
3,10,1
3,11,1
3,14,1
3,16,1
3,17,1
3,18,1
3,25,1
3,35,1
3,48,1
3,51,1
3,63,1
3,64,1
3,70,1
3,78,1
3,82,1
3,90,1
3,93,1
3,96,1
3,99,1
3,100,1
3,101,1
3,104,1
4,5,1
4,7,1
4,8,1
4,10,1
4,11,1
4,14,1
4,16,1
4,17,1
4,18,1
4,21,1
4,28,1
4,56,1
4,62,1
4,67,1
4,68,1
4,69,1
4,73,1
4,74,1
4,75,1
4,80,1
4,83,1
4,84,1
4,85,1
4,88,1
4,103,1
5,6,1
5,7,1
5,11,1
5,12,1
5,15,1
5,16,1
5,17,1
5,18,1
5,41,1
5,45,1
5,52,1
5,57,1
5,72,1
5,76,1
5,78,1
5,79,1
5,84,1
5,86,1
5,88,1
5,89,1
5,90,1
5,95,1
5,98,1
5,102,1
6,12,1
6,13,1
6,19,1
6,41,1
6,45,1
6,52,1
6,57,1
6,68,1
6,69,1
6,72,1
6,73,1
6,76,1
6,77,1
6,79,1
6,87,1
6,89,1
6,91,1
6,93,1
6,97,1
6,98,1
6,99,1
6,102,1
6,104,1
7,8,1
7,11,1
7,15,1
7,18,1
7,19,1
7,20,1
7,32,1
7,33,1
7,37,1
7,47,1
7,63,1
7,66,1
7,78,1
7,84,1
7,86,1
7,88,1
7,90,1
7,91,1
7,96,1
7,99,1
7,102,1
7,104,1
8,10,1
8,14,1
8,15,1
8,17,1
8,18,1
8,25,1
8,32,1
8,37,1
8,38,1
8,44,1
8,48,1
8,60,1
8,61,1
8,65,1
8,71,1
8,80,1
8,81,1
8,83,1
8,94,1
9,12,1
9,13,1
9,20,1
9,27,1
9,29,1
9,30,1
9,50,1
9,63,1
9,66,1
9,68,1
9,70,1
9,72,1
9,73,1
9,74,1
9,75,1
9,77,1
9,88,1
9,89,1
9,92,1
9,95,1
9,96,1
9,97,1
9,103,1
10,14,1
10,15,1
10,16,1
10,18,1
10,21,1
10,23,1
10,24,1
10,27,1
10,28,1
10,30,1
10,40,1
10,46,1
10,64,1
10,65,1
10,71,1
10,81,1
10,82,1
10,94,1
11,14,1
11,15,1
11,16,1
11,17,1
11,26,1
11,34,1
11,53,1
11,59,1
11,67,1
11,77,1
11,79,1
11,85,1
11,86,1
11,87,1
11,89,1
11,95,1
11,98,1
11,100,1
11,101,1
11,102,1
12,20,1
12,41,1
12,45,1
12,52,1
12,57,1
12,63,1
12,66,1
12,70,1
12,72,1
12,74,1
12,75,1
12,76,1
12,77,1
12,86,1
12,87,1
12,89,1
12,92,1
12,95,1
12,96,1
12,98,1
12,103,1
13,19,1
13,27,1
13,29,1
13,30,1
13,50,1
13,68,1
13,69,1
13,73,1
13,74,1
13,75,1
13,76,1
13,79,1
13,84,1
13,87,1
13,91,1
13,92,1
13,93,1
13,97,1
13,98,1
13,99,1
13,104,1
14,15,1
14,16,1
14,17,1
14,18,1
14,29,1
14,39,1
14,40,1
14,43,1
14,46,1
14,50,1
14,56,1
14,62,1
14,64,1
14,65,1
14,82,1
14,94,1
14,100,1
14,101,1
15,16,1
15,17,1
15,18,1
15,36,1
15,42,1
15,49,1
15,55,1
15,65,1
15,71,1
15,72,1
15,76,1
15,77,1
15,79,1
15,81,1
15,86,1
15,87,1
15,94,1
15,95,1
15,102,1
16,17,1
16,18,1
16,22,1
16,31,1
16,34,1
16,41,1
16,45,1
16,49,1
16,53,1
16,55,1
16,64,1
16,67,1
16,82,1
16,85,1
16,100,1
16,101,1
17,22,1
17,26,1
17,31,1
17,36,1
17,42,1
17,52,1
17,57,1
17,59,1
17,67,1
17,80,1
17,83,1
17,85,1
17,100,1
17,101,1
18,23,1
18,24,1
18,39,1
18,43,1
18,64,1
18,65,1
18,68,1
18,69,1
18,74,1
18,82,1
18,84,1
18,88,1
18,92,1
18,94,1
18,97,1
18,103,1
19,20,1
19,32,1
19,33,1
19,37,1
19,47,1
19,63,1
19,66,1
19,68,1
19,69,1
19,70,1
19,73,1
19,76,1
19,78,1
19,79,1
19,87,1
19,91,1
19,93,1
19,97,1
19,98,1
19,99,1
19,104,1
20,32,1
20,33,1
20,37,1
20,47,1
20,63,1
20,66,1
20,70,1
20,72,1
20,74,1
20,75,1
20,77,1
20,89,1
20,90,1
20,91,1
20,92,1
20,93,1
20,95,1
20,96,1
20,103,1
20,104,1
21,24,1
21,25,1
21,30,1
21,31,1
21,32,1
21,36,1
21,40,1
21,47,1
21,49,1
21,51,1
21,58,1
21,60,1
21,61,1
21,62,1
21,64,1
21,66,1
21,71,1
21,72,1
21,73,1
21,74,1
21,82,1
21,83,1
21,84,1
21,87,1
21,88,1
21,93,1
22,26,1
22,28,1
22,34,1
22,35,1
22,42,1
22,45,1
22,48,1
22,49,1
22,52,1
22,53,1
22,56,1
22,59,1
22,65,1
22,67,1
22,68,1
22,70,1
22,78,1
22,79,1
22,81,1
22,85,1
22,88,1
22,95,1
22,100,1
22,101,1
23,25,1
23,27,1
23,28,1
23,33,1
23,37,1
23,40,1
23,43,1
23,46,1
23,55,1
23,64,1
23,65,1
23,67,1
23,69,1
23,74,1
23,76,1
23,78,1
23,80,1
23,82,1
23,91,1
23,92,1
23,102,1
23,103,1
24,30,1
24,32,1
24,39,1
24,40,1
24,46,1
24,47,1
24,48,1
24,49,1
24,64,1
24,66,1
24,68,1
24,69,1
24,72,1
24,82,1
24,83,1
24,85,1
24,86,1
24,90,1
24,94,1
24,97,1
24,103,1
25,27,1
25,31,1
25,37,1
25,38,1
25,39,1
25,42,1
25,44,1
25,46,1
25,50,1
25,51,1
25,55,1
25,62,1
25,63,1
25,64,1
25,74,1
25,76,1
25,77,1
25,78,1
25,80,1
25,83,1
25,90,1
25,93,1
25,94,1
25,97,1
26,31,1
26,32,1
26,34,1
26,35,1
26,42,1
26,47,1
26,52,1
26,56,1
26,66,1
26,75,1
26,79,1
26,81,1
26,85,1
26,87,1
26,88,1
26,90,1
26,94,1
26,95,1
26,98,1
26,100,1
26,101,1
27,28,1
27,33,1
27,37,1
27,38,1
27,45,1
27,46,1
27,49,1
27,50,1
27,53,1
27,64,1
27,73,1
27,76,1
27,77,1
27,82,1
27,91,1
27,97,1
27,102,1
27,104,1
28,33,1
28,35,1
28,37,1
28,38,1
28,42,1
28,44,1
28,46,1
28,48,1
28,54,1
28,55,1
28,56,1
28,64,1
28,68,1
28,70,1
28,75,1
28,76,1
28,77,1
28,80,1
28,81,1
28,82,1
28,84,1
28,88,1
28,91,1
29,30,1
29,32,1
29,34,1
29,39,1
29,41,1
29,46,1
29,48,1
29,52,1
29,55,1
29,60,1
29,62,1
29,63,1
29,65,1
29,72,1
29,75,1
29,89,1
29,90,1
29,92,1
29,93,1
29,94,1
30,32,1
30,34,1
30,40,1
30,41,1
30,47,1
30,48,1
30,55,1
30,60,1
30,63,1
30,64,1
30,66,1
30,72,1
30,75,1
30,82,1
30,86,1
30,87,1
30,92,1
31,34,1
31,36,1
31,41,1
31,51,1
31,53,1
31,55,1
31,57,1
31,59,1
31,62,1
31,67,1
31,71,1
31,74,1
31,79,1
31,84,1
31,85,1
31,90,1
31,93,1
31,94,1
31,95,1
31,100,1
31,101,1
32,42,1
32,47,1
32,48,1
32,52,1
32,60,1
32,61,1
32,63,1
32,66,1
32,72,1
32,75,1
32,80,1
32,83,1
32,86,1
32,87,1
32,92,1
33,36,1
33,37,1
33,45,1
33,51,1
33,57,1
33,58,1
33,59,1
33,61,1
33,71,1
33,73,1
33,74,1
33,76,1
33,81,1
33,84,1
33,91,1
33,98,1
33,104,1
34,41,1
34,51,1
34,55,1
34,62,1
34,63,1
34,67,1
34,79,1
34,81,1
