source,target,distance
34,85,1
34,87,1
34,88,1
34,90,1
34,92,1
34,94,1
34,95,1
34,98,1
34,101,1
35,36,1
35,40,1
35,41,1
35,44,1
35,47,1
35,48,1
35,49,1
35,52,1
35,53,1
35,54,1
35,56,1
35,67,1
35,68,1
35,70,1
35,71,1
35,75,1
35,78,1
35,81,1
35,87,1
35,89,1
35,90,1
35,101,1
35,104,1
36,37,1
36,40,1
36,48,1
36,49,1
36,57,1
36,58,1
36,59,1
36,60,1
36,61,1
36,62,1
36,70,1
36,71,1
36,72,1
36,73,1
36,74,1
36,83,1
36,86,1
36,87,1
36,91,1
36,100,1
36,101,1
36,102,1
37,38,1
37,44,1
37,50,1
37,57,1
37,59,1
37,73,1
37,76,1
37,77,1
37,80,1
37,83,1
37,91,1
37,97,1
37,102,1
37,104,1
38,42,1
38,44,1
38,50,1
38,58,1
38,61,1
38,64,1
38,66,1
38,70,1
38,71,1
38,76,1
38,80,1
38,83,1
38,84,1
38,96,1
38,97,1
38,99,1
38,100,1
38,102,1
39,40,1
39,41,1
39,46,1
39,52,1
39,55,1
39,62,1
39,63,1
39,65,1
39,68,1
39,69,1
39,82,1
39,83,1
39,85,1
39,86,1
39,89,1
39,90,1
39,94,1
39,97,1
39,103,1
40,43,1
40,48,1
40,49,1
40,50,1
40,56,1
40,64,1
40,65,1
40,67,1
40,69,1
40,70,1
40,78,1
40,82,1
40,83,1
40,86,1
40,87,1
40,94,1
40,103,1
41,47,1
41,52,1
41,54,1
41,55,1
41,62,1
41,63,1
41,67,1
41,72,1
41,75,1
41,85,1
41,89,1
41,90,1
41,92,1
41,93,1
42,44,1
42,46,1
42,47,1
42,51,1
42,52,1
42,54,1
42,55,1
42,56,1
42,66,1
42,68,1
42,75,1
42,76,1
42,77,1
42,80,1
42,81,1
42,86,1
42,93,1
42,100,1
42,101,1
42,102,1
43,45,1
43,46,1
43,48,1
43,49,1
43,50,1
43,56,1
43,57,1
43,64,1
43,65,1
43,67,1
43,69,1
43,74,1
43,78,1
43,80,1
43,92,1
43,94,1
43,98,1
43,102,1
43,103,1
43,104,1
44,47,1
44,54,1
44,55,1
44,56,1
44,58,1
44,60,1
44,64,1
44,68,1
44,71,1
44,77,1
44,80,1
44,81,1
44,83,1
44,88,1
44,96,1
44,99,1
44,101,1
44,102,1
45,49,1
45,50,1
45,51,1
45,53,1
45,56,1
45,57,1
45,58,1
45,67,1
45,70,1
45,73,1
45,76,1
45,78,1
45,85,1
45,97,1
45,98,1
45,104,1
46,51,1
46,55,1
46,62,1
46,64,1
46,65,1
46,69,1
46,77,1
46,80,1
46,82,1
46,85,1
46,90,1
46,93,1
46,94,1
46,102,1
46,103,1
47,52,1
47,54,1
47,63,1
47,66,1
47,68,1
47,71,1
47,72,1
47,75,1
47,81,1
47,88,1
47,89,1
48,49,1
48,56,1
48,60,1
48,61,1
48,65,1
48,68,1
48,70,1
48,72,1
48,78,1
48,80,1
48,82,1
48,83,1
48,87,1
48,90,1
48,92,1
48,104,1
49,50,1
49,53,1
49,61,1
49,62,1
49,65,1
49,67,1
49,70,1
49,72,1
49,74,1
49,82,1
49,85,1
49,86,1
49,87,1
49,97,1
49,102,1
49,104,1
50,53,1
50,56,1
50,57,1
50,65,1
50,70,1
50,73,1
50,76,1
50,78,1
50,94,1
50,97,1
50,98,1
50,104,1
51,55,1
51,57,1
51,58,1
51,59,1
51,61,1
51,62,1
51,63,1
51,71,1
51,73,1
51,74,1
51,77,1
51,78,1
51,81,1
51,85,1
51,90,1
51,93,1
51,98,1
51,100,1
52,54,1
52,62,1
52,63,1
52,66,1
52,68,1
52,72,1
52,75,1
52,88,1
52,89,1
52,100,1
52,101,1
53,56,1
53,59,1
53,65,1
53,67,1
53,71,1
53,77,1
53,78,1
53,79,1
53,84,1
53,85,1
53,89,1
53,95,1
53,97,1
53,100,1
53,104,1
54,60,1
54,61,1
54,71,1
54,75,1
54,81,1
54,82,1
54,83,1
54,86,1
54,88,1
54,89,1
54,91,1
54,93,1
54,96,1
54,99,1
54,101,1
55,56,1
55,63,1
55,64,1
55,67,1
55,68,1
55,76,1
55,77,1
55,85,1
55,86,1
55,92,1
55,93,1
55,94,1
55,102,1
56,57,1
56,65,1
56,67,1
56,68,1
56,70,1
56,75,1
56,77,1
56,84,1
56,88,1
56,94,1
56,98,1
56,101,1
56,104,1
57,58,1
57,59,1
57,73,1
57,74,1
57,76,1
57,84,1
57,91,1
57,98,1
57,100,1
57,101,1
57,104,1
58,61,1
58,64,1
58,66,1
58,70,1
58,71,1
58,73,1
58,80,1
58,81,1
58,84,1
58,96,1
58,98,1
58,99,1
58,100,1
58,102,1
59,62,1
59,65,1
59,67,1
59,71,1
59,73,1
59,77,1
59,78,1
59,79,1
59,84,1
59,89,1
59,91,1
59,95,1
59,100,1
59,101,1
60,61,1
60,72,1
60,80,1
60,81,1
60,82,1
60,83,1
60,86,1
60,88,1
60,91,1
60,92,1
60,93,1
60,96,1
60,99,1
60,101,1
61,62,1
61,71,1
61,74,1
61,80,1
61,81,1
61,82,1
61,83,1
61,84,1
61,86,1
61,87,1
61,96,1
61,99,1
61,100,1
62,63,1
62,65,1
62,73,1
62,74,1
62,84,1
62,85,1
62,87,1
62,88,1
62,89,1
62,93,1
62,94,1
62,100,1
63,66,1
63,70,1
63,78,1
63,89,1
63,90,1
63,92,1
63,93,1
63,96,1
64,69,1
64,80,1
64,82,1
64,99,1
64,102,1
65,67,1
65,69,1
65,78,1
65,79,1
65,94,1
66,70,1
66,72,1
66,75,1
66,90,1
66,93,1
66,96,1
66,99,1
67,69,1
67,78,1
67,79,1
67,85,1
68,69,1
68,70,1
68,73,1
68,75,1
68,77,1
68,84,1
68,88,1
68,92,1
68,97,1
68,103,1
69,73,1
69,74,1
69,78,1
69,80,1
69,92,1
69,97,1
69,102,1
69,103,1
70,78,1
70,87,1
70,90,1
70,91,1
70,96,1
70,99,1
70,104,1
71,79,1
71,81,1
71,84,1
71,99,1
71,100,1
72,77,1
72,86,1
72,87,1
72,89,1
72,92,1
72,95,1
72,102,1
73,74,1
73,84,1
73,88,1
73,91,1
73,97,1
73,98,1
74,75,1
74,84,1
74,87,1
74,88,1
74,92,1
74,93,1
74,97,1
74,103,1
75,84,1
75,88,1
75,89,1
75,92,1
75,103,1
76,77,1
76,79,1
76,86,1
76,87,1
76,91,1
76,97,1
76,98,1
76,102,1
77,79,1
77,86,1
77,89,1
77,93,1
77,95,1
77,98,1
77,102,1
78,79,1
78,90,1
78,91,1
78,93,1
78,104,1
79,84,1
79,87,1
79,89,1
79,95,1
79,98,1
79,100,1
80,83,1
80,99,1
80,102,1
81,88,1
81,95,1
81,96,1
81,101,1
82,83,1
82,86,1
82,96,1
82,103,1
83,86,1
83,96,1
83,103,1
84,88,1
84,97,1
84,99,1
84,100,1
85,90,1
85,94,1
85,95,1
85,103,1
86,87,1
86,89,1
86,96,1
86,102,1
86,103,1
87,89,1
87,95,1
87,98,1
87,102,1
88,92,1
88,95,1
88,96,1
88,101,1
89,95,1
90,93,1
90,94,1
90,95,1
90,103,1
90,104,1
91,93,1
91,96,1
91,99,1
91,104,1
92,103,1
93,96,1
93,99,1
93,104,1
94,95,1
94,103,1
95,98,1
95,101,1
96,99,1
96,101,1
97,103,1
97,104,1
98,102,1
98,104,1
99,100,1
99,102,1
99,104,1
100,101,1
