ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size	uniq_id
0	1	0	0	0.0468869	0.216533831074962	0.216534	-1.32895	35
1	1	2	1	0.0468797	0.216517204859106	0.216517	-1.32902	70
2	2	4	2	0.0468674	0.21648879878645	0.216489	-1.32913	75
3	1	2	1	0.0468609	0.216473785941855	0.216474	-1.32919	40
4	1	2	1	0.0468408	0.216427355017798	0.216427	-1.32938	0
5	1	2	1	0.04684	0.216425506814701	0.216426	-1.32938	39
6	3	4	2	0.0468205	0.216380451982151	0.21638	-1.32956	53
7	2	4	2	0.0468196	0.216378372301855	0.216378	-1.32957	74
8	3	6	3	0.0468177	0.216373981800031	0.216374	-1.32959	11
9	3	4	2	0.0468171	0.216372595307262	0.216373	-1.3296	4
10	3	4	2	0.0468146	0.216366818158423	0.216367	-1.32962	67
11	3	6	2	0.0468009	0.216335156643575	0.216335	-1.32975	60
12	3	6	3	0.0467957	0.216323137921028	0.216323	-1.32979	18
13	4	6	2	0.0467619	0.216244999942195	0.216245	-1.33011	81
14	5	6	2	0.0467566	0.216232744976333	0.216233	-1.33016	25
15	3	6	3	0.0467412	0.216197132265902	0.216197	-1.3303	95
16	3	6	2	0.0467335	0.216179323710664	0.216179	-1.33037	32
17	2	4	2	0.0466862	0.216069896098462	0.21607	-1.33081	5
18	3	6	3	0.046685	0.216067119201419	0.216067	-1.33082	88
19	3	6	2	0.0466704	0.216033330761714	0.216033	-1.33096	102
20	3	6	2	0.0466174	0.215910629659589	0.215911	-1.33145	46
21	1	4	1	0.00028624	0.0169186287860453	0.0169186	-3.54327	56
22	6	6	2	0.0002862	0.016917446615846	0.0169174	-3.54333	100
23	6	6	2	0.00028566	0.0169014792252039	0.0169015	-3.54415	1
24	5	6	2	0.00028562	0.0169002958553985	0.0169003	-3.54421	10
25	7	6	2	0.00028542	0.0168943777630311	0.0168944	-3.54452	62
26	6	6	2	0.00028522	0.0168884575968322	0.0168885	-3.54482	87
27	6	6	2	0.00028398	0.0168517061450762	0.0168517	-3.54671	101
28	8	6	2	0.00028368	0.0168428026171418	0.0168428	-3.54717	29
29	1	6	1	0.00028366	0.0168422088812602	0.0168422	-3.5472	38
30	4	6	2	0.00028284	0.016817847662528	0.0168178	-3.54846	80
31	2	4	2	0.00028204	0.0167940465641846	0.016794	-3.54969	91
32	-1	6	2	0.00028168	0.0167833250579258	0.0167833	-3.55024	66
33	3	6	2	0.00028136	0.0167737890770094	0.0167738	-3.55074	50
34	5	6	2	0.00028106	0.0167648441686763	0.0167648	-3.5512	17
35	-1	6	2	0.00028096	0.0167618614718056	0.0167619	-3.55136	90
36	4	6	2	0.00028084	0.0167582815348114	0.0167583	-3.55154	79
37	2	6	2	0.00028076	0.0167558944852252	0.0167559	-3.55166	73
38	3	6	2	0.00028036	0.0167439541327609	0.016744	-3.55228	58
39	8	6	2	0.00028006	0.0167349932775606	0.016735	-3.55275	9
40	6	6	2	0.00027982	0.0167278211372551	0.0167278	-3.55312	2
41	3	6	2	0.00027944	0.0167164589551735	0.0167165	-3.55371	52
42	7	6	2	0.00027942	0.0167158607316524	0.0167159	-3.55374	57
43	8	6	2	0.00027938	0.0167146642203785	0.0167147	-3.5538	15
44	-1	6	2	0.00027834	0.016683524807426	0.0166835	-3.55542	97
45	7	6	2	0.00027818	0.0166787289683597	0.0166787	-3.55567	45
46	2	6	2	0.0002781	0.0166763305316248	0.0166763	-3.5558	72
47	-1	6	2	0.00027806	0.0166751311838918	0.0166751	-3.55586	64
48	1	4	1	0.00027794	0.0166715326230074	0.0166715	-3.55605	42
49	5	6	2	0.00027766	0.0166631329587206	0.0166631	-3.55649	22
50	-1	6	2	0.00027766	0.0166631329587206	0.0166631	-3.55649	20
51	8	6	2	0.00027738	0.0166547290581384	0.0166547	-3.55692	30
52	4	6	2	0.00027704	0.0166445186172505	0.0166445	-3.55746	92
53	3	6	2	0.00027696	0.0166421152501718	0.0166421	-3.55758	44
54	-1	6	2	0.00027674	0.0166355042003541	0.0166355	-3.55793	13
55	-1	4	2	0.0002764	0.0166252819524963	0.0166253	-3.55846	14
56	1	6	1	0.00027626	0.0166210709642911	0.0166211	-3.55868	36
57	2	4	2	0.00027626	0.0166210709642911	0.0166211	-3.55868	84
58	4	6	2	0.00027598	0.0166126457856658	0.0166126	-3.55912	85
59	5	6	2	0.00027596	0.0166120438236841	0.016612	-3.55915	23
60	6	6	2	0.00027556	0.0166	0.0166	-3.55978	93
61	-1	4	2	0.00027552	0.0165987951369971	0.0165988	-3.55985	7
62	7	6	2	0.00027362	0.0165414630550021	0.0165415	-3.56285	48
63	1	4	1	0.0001392	0.0117983049630021	0.0117983	-3.85636	41
64	2	4	2	0.00013894	0.0117872812811097	0.0117873	-3.85717	68
65	2	6	2	0.00013876	0.0117796434581018	0.0117796	-3.85774	76
66	3	6	3	0.00013854	0.0117703016104091	0.0117703	-3.85842	94
67	1	4	1	0.00013838	0.0117635028796698	0.0117635	-3.85893	65
68	1	4	1	0.00013828	0.0117592516768713	0.0117593	-3.85924	28
69	5	6	2	0.00013784	0.0117405280971513	0.0117405	-3.86062	24
70	1	6	1	0.00013764	0.01173200750085	0.011732	-3.86126	31
71	1	4	1	0.00013746	0.0117243336697656	0.0117243	-3.86182	54
72	5	6	2	0.00013738	0.0117209214654821	0.0117209	-3.86208	47
73	2	6	2	0.00013732	0.0117183616602322	0.0117184	-3.86227	34
74	2	6	2	0.00013732	0.0117183616602322	0.0117184	-3.86227	83
75	4	6	2	0.00013722	0.0117140940750875	0.0117141	-3.86258	82
76	4	6	3	0.00013716	0.0117115327775659	0.0117115	-3.86277	16
77	1	4	1	0.00013712	0.0117098249346436	0.0117098	-3.8629	77
78	4	6	2	0.0001371	0.0117089709197692	0.011709	-3.86296	59
79	1	2	1	0.00013708	0.0117081168426011	0.0117081	-3.86303	49
80	2	6	2	0.000137	0.0117046999107196	0.0117047	-3.86328	3
81	1	6	1	0.00013698	0.0117038455218787	0.0117038	-3.86334	104
82	2	6	2	0.00013688	0.0116995726417677	0.0116996	-3.86366	6
83	2	6	2	0.0001367	0.0116918775224512	0.0116919	-3.86423	71
84	1	2	1	0.00013652	0.0116841773351828	0.0116842	-3.8648	63
85	3	6	2	0.00013628	0.01167390251801	0.0116739	-3.86557	96
86	5	6	2	0.0001362	0.0116704755687161	0.0116705	-3.86582	26
87	1	4	1	0.00013602	0.0116627612510932	0.0116628	-3.8664	21
88	1	4	1	0.000136	0.0116619037896906	0.0116619	-3.86646	98
89	3	6	2	0.00013592	0.0116584733134317	0.0116585	-3.86672	12
90	3	6	3	0.00013582	0.0116541837981044	0.0116542	-3.86704	8
91	3	4	2	0.0001355	0.0116404467268228	0.0116404	-3.86806	51
92	1	6	1	0.0001355	0.0116404467268228	0.0116404	-3.86806	33
93	4	6	2	0.00013536	0.0116344316577992	0.0116344	-3.86851	61
94	5	6	2	0.00013518	0.0116266934250457	0.0116267	-3.86909	89
95	4	6	2	0.00013516	0.0116258333034669	0.0116258	-3.86915	19
96	2	6	2	0.00013506	0.0116215317406958	0.0116215	-3.86947	103
97	2	6	2	0.00013502	0.011619810669714	0.0116198	-3.8696	27
98	1	4	1	0.00013484	0.0116120626935958	0.0116121	-3.87018	55
99	1	6	1	0.00013482	0.0116112014882182	0.0116112	-3.87025	99
100	5	6	3	0.0001348	0.01161034021896	0.0116103	-3.87031	86
101	1	4	1	0.0001348	0.01161034021896	0.0116103	-3.87031	37
102	1	4	1	0.0001341	0.0115801554393713	0.0115802	-3.87257	69
103	2	6	2	0.0001339	0.0115715167545141	0.0115715	-3.87322	78
104	5	6	2	0.00013364	0.0115602768132947	0.0115603	-3.87406	43
