ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size	uniq_id
0	1	0	0	0.012467	0.111655720856569	0.111656	-1.90424	36
1	2	4	2	0.0124543	0.111598835119369	0.111599	-1.90468	5
2	2	6	3	0.0124422	0.111544609910116	0.111545	-1.9051	12
3	2	4	2	0.0124375	0.111523540115977	0.111524	-1.90527	68
4	2	6	2	0.0124295	0.111487667479412	0.111488	-1.90555	33
5	3	6	2	0.0124242	0.111463895499843	0.111464	-1.90573	47
6	3	6	3	0.0124221	0.1114544750111	0.111454	-1.9058	96
7	2	6	2	0.0124216	0.111452231920227	0.111452	-1.90582	26
8	2	6	2	0.0124204	0.111446848317931	0.111447	-1.90586	82
9	1	2	1	0.0124204	0.111446848317931	0.111447	-1.90586	71
10	2	6	2	0.0124184	0.111437875069475	0.111438	-1.90593	103
11	3	6	2	0.0124183	0.111437426388086	0.111437	-1.90594	61
12	1	2	1	0.0124171	0.111432042070492	0.111432	-1.90598	40
13	2	4	2	0.0124122	0.111410053406324	0.11141	-1.90615	6
14	2	6	3	0.012411	0.111404667765763	0.111405	-1.90619	19
15	1	2	1	0.0124107	0.111403321314941	0.111403	-1.9062	41
16	4	4	2	0.0124053	0.111379082416763	0.111379	-1.90639	76
17	1	2	1	0.0124029	0.111368307879755	0.111368	-1.90648	1
18	5	6	3	0.0124012	0.111360675285309	0.111361	-1.90654	89
19	2	4	2	0.0123944	0.111330139674753	0.11133	-1.90677	75
20	2	4	2	0.0123733	0.111235336112226	0.111235	-1.90751	54
21	6	6	2	0.00883702	0.0940054253753474	0.0940054	-2.05369	81
22	7	6	2	0.00883204	0.0939789338096576	0.0939789	-2.05394	23
23	1	4	1	0.00883126	0.0939747838518397	0.0939748	-2.05398	42
24	5	6	3	0.00882628	0.0939482836458442	0.0939483	-2.05422	95
25	3	6	2	0.00882598	0.0939466870091756	0.0939467	-2.05424	20
26	1	4	1	0.00882354	0.0939337000229417	0.0939337	-2.05436	70
27	2	6	2	0.00882142	0.0939224147900809	0.0939224	-2.05446	27
28	6	6	2	0.0088211	0.0939207112409185	0.0939207	-2.05448	18
29	3	6	2	0.00881882	0.0939085725586328	0.0939086	-2.05459	65
30	1	6	1	0.0088186	0.0939074011992665	0.0939074	-2.0546	39
31	6	6	2	0.00881854	0.0939070817350853	0.0939071	-2.0546	10
32	5	6	2	0.00881792	0.0939037805415735	0.0939038	-2.05463	97
33	3	6	2	0.00881706	0.0938992012745582	0.0938992	-2.05468	62
34	6	6	2	0.00881634	0.0938953672978598	0.0938954	-2.05471	67
35	2	6	2	0.0088162	0.0938946217842108	0.0938946	-2.05472	4
36	4	6	2	0.00881606	0.0938938762646425	0.0938939	-2.05473	73
37	6	6	2	0.0088152	0.0938892965145655	0.0938893	-2.05477	59
38	2	6	2	0.0088131	0.0938781124650469	0.0938781	-2.05487	2
39	1	4	1	0.00881274	0.0938761950656289	0.0938762	-2.05489	78
40	4	6	2	0.00881132	0.0938686316082215	0.0938686	-2.05496	28
41	2	6	2	0.0088099	0.0938610675413401	0.0938611	-2.05503	25
42	2	6	2	0.00880912	0.0938569123719718	0.0938569	-2.05507	3
43	3	6	2	0.00880732	0.0938473228174358	0.0938473	-2.05516	58
44	1	2	1	0.0088064	0.0938424211111372	0.0938424	-2.0552	50
45	4	6	2	0.00880634	0.093842101425746	0.0938421	-2.0552	77
46	4	6	2	0.00880622	0.0938414620516965	0.0938415	-2.05521	104
47	6	6	2	0.00880564	0.0938383716823774	0.0938384	-2.05524	102
48	8	6	2	0.00880514	0.0938357074892069	0.0938357	-2.05526	14
