ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size	uniq_id
0	1	0	0	0.0161735	0.12717507617454	0.127175	-1.7912	25
1	1	2	1	0.016169	0.127157382797854	0.127157	-1.79132	32
2	2	6	2	0.0161672	0.127150304757794	0.12715	-1.79137	70
3	3	4	2	0.0161562	0.127107041504395	0.127107	-1.79166	53
4	2	6	2	0.0161461	0.127067305000145	0.127067	-1.79193	35
5	1	4	1	0.0161461	0.127067305000145	0.127067	-1.79193	46
6	4	4	2	0.0161446	0.127061402479274	0.127061	-1.79197	5
7	1	4	1	0.0161423	0.127052351414683	0.127052	-1.79203	88
8	1	4	1	0.01614	0.127043299705258	0.127043	-1.7921	39
9	1	4	1	0.0161384	0.127037002483528	0.127037	-1.79214	102
10	5	4	2	0.0161379	0.127035034537721	0.127035	-1.79215	81
11	1	2	1	0.0161213	0.126969681420408	0.12697	-1.7926	95
12	1	4	1	0.0161203	0.126965743411363	0.126966	-1.79263	67
13	2	4	2	0.0161201	0.126964955794896	0.126965	-1.79263	0
14	2	6	2	0.0161159	0.126948414720311	0.126948	-1.79275	75
15	1	2	1	0.0161063	0.126910598454187	0.126911	-1.793	4
16	1	4	1	0.0161041	0.126901930639372	0.126902	-1.79306	11
17	1	2	1	0.0160969	0.126873559105119	0.126874	-1.79326	60
18	1	4	1	0.0160884	0.126840056764415	0.12684	-1.79349	18
19	1	4	1	0.0160773	0.126796293321217	0.126796	-1.79379	74
20	4	6	2	0.0160267	0.12659660342995	0.126597	-1.79516	40
21	6	6	2	0.00790926	0.0889340204871004	0.088934	-2.10186	66
22	3	6	2	0.00790034	0.0888838568020088	0.0888839	-2.10235	50
23	7	6	2	0.00789928	0.0888778937644227	0.0888779	-2.10241	97
24	6	6	2	0.00789806	0.0888710301504377	0.088871	-2.10248	57
25	2	6	2	0.00789488	0.0888531372546856	0.0888531	-2.10265	63
26	1	6	1	0.00789452	0.0888511114167966	0.0888511	-2.10267	43
27	1	4	1	0.00789266	0.0888406438517867	0.0888406	-2.10278	34
28	1	2	1	0.00788954	0.0888230825855532	0.0888231	-2.10295	24
29	3	6	2	0.0078889	0.0888194798453582	0.0888195	-2.10298	37
