ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size	uniq_id
0	1	0	0	0.0461532	0.214832958365331	0.214833	-1.3358	5
1	1	4	1	0.0461087	0.214729364549891	0.214729	-1.33622	68
2	2	4	2	0.0461081	0.214727967437872	0.214728	-1.33622	61
3	1	4	1	0.0460909	0.214687913027259	0.214688	-1.33638	54
4	1	2	1	0.0460904	0.214686748543081	0.214687	-1.33639	26
5	1	2	1	0.0460869	0.214678596976969	0.214679	-1.33642	75
6	3	4	2	0.0460758	0.214652742819653	0.214653	-1.33653	71
7	1	2	1	0.0460547	0.214603588040834	0.214604	-1.33673	40
8	2	4	2	0.0460491	0.214590540332047	0.214591	-1.33678	47
9	1	2	1	0.0460478	0.214587511286188	0.214588	-1.33679	6
10	1	4	1	0.0460397	0.214568637037196	0.214569	-1.33687	12
11	1	4	1	0.0460227	0.214529019016076	0.214529	-1.33703	103
12	3	4	2	0.0460218	0.214526921387503	0.214527	-1.33704	76
13	1	2	1	0.0460187	0.21451969606542	0.21452	-1.33707	1
14	1	4	1	0.0460088	0.21449662001999	0.214497	-1.33716	19
15	1	4	1	0.046001	0.214478437144623	0.214478	-1.33723	82
16	2	4	2	0.0459878	0.214447662612582	0.214448	-1.33736	89
17	2	4	2	0.0459799	0.214429242408772	0.214429	-1.33743	96
18	1	2	1	0.0459468	0.214352046876161	0.214352	-1.33774	33
19	3	4	2	0.0458879	0.21421461201328	0.214215	-1.3383	36
20	4	4	2	0.0457352	0.213857896744544	0.213858	-1.33975	41
21	5	6	2	0.0005481	0.023411535618152	0.0234115	-3.26114	23
22	6	6	2	0.00054766	0.0234021366545878	0.0234021	-3.26149	88
23	7	6	2	0.00054702	0.0233884586922696	0.0233885	-3.262	14
24	5	6	2	0.00054646	0.0233764839101179	0.0233765	-3.26244	30
25	5	6	2	0.00054512	0.02334780503602	0.0233478	-3.26351	45
26	6	6	2	0.00054462	0.0233370949348885	0.0233371	-3.26391	102
27	1	6	1	0.00054456	0.0233358093924338	0.0233358	-3.26395	8
28	6	6	2	0.000544	0.0233238075793812	0.0233238	-3.2644	11
29	1	6	1	0.00054386	0.0233208061610228	0.0233208	-3.26451	3
30	1	6	1	0.00054316	0.0233057932712019	0.0233058	-3.26507	2
31	5	6	2	0.00054302	0.023302789532586	0.0233028	-3.26518	94
32	4	6	2	0.00054292	0.0233006437679305	0.0233006	-3.26526	37
33	2	6	2	0.00054238	0.0232890532224906	0.0232891	-3.2657	57
34	6	6	2	0.00054234	0.0232881944340904	0.0232882	-3.26573	101
35	2	6	2	0.00054232	0.0232877650280142	0.0232878	-3.26574	53
36	5	6	2	0.0005423	0.0232873356140199	0.0232873	-3.26576	93
37	4	6	2	0.0005422	0.023285188425263	0.0232852	-3.26584	43
38	8	6	2	0.00054202	0.0232813229864628	0.0232813	-3.26598	49
39	-1	6	2	0.00054176	0.0232757384415618	0.0232757	-3.26619	31
40	5	6	2	0.00054158	0.0232718714331272	0.0232719	-3.26634	16
41	3	6	2	0.00054156	0.0232714417258579	0.0232714	-3.26635	73
42	6	6	2	0.00054126	0.0232649951644096	0.023265	-3.26659	81
43	7	6	2	0.00054056	0.023249946236497	0.0232499	-3.26716	21
44	2	6	2	0.00054018	0.0232417727378959	0.0232418	-3.26746	46
45	3	6	2	0.00053958	0.0232288613582328	0.0232289	-3.26794	85
46	7	6	2	0.00053844	0.0232043099444909	0.0232043	-3.26886	10
47	2	6	2	0.00053822	0.0231995689615131	0.0231996	-3.26904	39
48	6	6	2	0.00053806	0.023196120365268	0.0231961	-3.26917	51
