ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size
384	6	8	3	0.005297	0.0727804918917151	0.0727805	-2.27597
385	2	8	2	0.0052969	0.0727798048911922	0.0727798	-2.27598
386	-1	8	2	0.0052968	0.0727791178841843	0.0727791	-2.27599
387	-1	6	2	0.0052968	0.0727791178841843	0.0727791	-2.27599
388	-1	8	3	0.0052968	0.0727791178841843	0.0727791	-2.27599
389	3	6	2	0.0052965	0.0727770568242492	0.0727771	-2.27601
390	6	8	2	0.0052965	0.0727770568242492	0.0727771	-2.27601
391	-1	8	3	0.0052965	0.0727770568242492	0.0727771	-2.27601
392	-1	8	2	0.0052964	0.0727763697912997	0.0727764	-2.27602
393	-1	8	3	0.0052963	0.0727756827518643	0.0727757	-2.27603
394	-1	8	3	0.0052962	0.0727749957059429	0.072775	-2.27604
395	-1	8	2	0.0052962	0.0727749957059429	0.072775	-2.27604
396	4	8	3	0.0052961	0.0727743086535351	0.0727743	-2.27604
397	1	4	1	0.0052959	0.0727729345292603	0.0727729	-2.27606
398	-1	8	3	0.0052958	0.0727722474573927	0.0727722	-2.27607
399	4	8	3	0.0052958	0.0727722474573927	0.0727722	-2.27607
400	3	8	2	0.0052957	0.0727715603790382	0.0727716	-2.27608
401	-1	8	3	0.0052956	0.0727708732941965	0.0727709	-2.27608
402	-1	8	3	0.0052956	0.0727708732941965	0.0727709	-2.27608
403	2	8	2	0.0052955	0.0727701862028674	0.0727702	-2.27609
404	-1	8	3	0.0052955	0.0727701862028674	0.0727702	-2.27609
405	-1	8	2	0.0052953	0.0727688120007466	0.0727688	-2.27611
406	1	8	1	0.0052952	0.0727681248899544	0.0727681	-2.27612
407	-1	8	2	0.0052952	0.0727681248899544	0.0727681	-2.27612
408	-1	8	3	0.0052952	0.0727681248899544	0.0727681	-2.27612
409	2	8	3	0.0052952	0.0727681248899544	0.0727681	-2.27612
410	-1	8	2	0.0052952	0.0727681248899544	0.0727681	-2.27612
411	-1	8	2	0.0052951	0.0727674377726741	0.0727674	-2.27613
412	6	8	2	0.0052951	0.0727674377726741	0.0727674	-2.27613
413	2	8	2	0.005295	0.0727667506489056	0.0727668	-2.27613
414	-1	8	3	0.005295	0.0727667506489056	0.0727668	-2.27613
415	-1	8	2	0.0052949	0.0727660635186486	0.0727661	-2.27614
416	-1	8	2	0.0052949	0.0727660635186486	0.0727661	-2.27614
417	4	8	3	0.0052947	0.0727646892386685	0.0727647	-2.27616
418	-1	8	2	0.0052947	0.0727646892386685	0.0727647	-2.27616
419	2	8	2	0.0052946	0.0727640020889451	0.072764	-2.27617
420	8	8	3	0.0052944	0.0727626277700304	0.0727626	-2.27618
421	-1	6	2	0.0052944	0.0727626277700304	0.0727626	-2.27618
422	-1	8	3	0.0052942	0.0727612534251575	0.0727613	-2.2762
423	2	8	3	0.005294	0.072759879054325	0.0727599	-2.27622
424	-1	6	2	0.005294	0.072759879054325	0.0727599	-2.27622
425	-1	8	3	0.0052938	0.0727585046575313	0.0727585	-2.27623
426	-1	8	2	0.0052937	0.0727578174493985	0.0727578	-2.27624
427	-1	6	2	0.0052936	0.0727571302347749	0.0727571	-2.27625
428	7	8	3	0.0052936	0.0727571302347749	0.0727571	-2.27625
429	2	8	3	0.0052936	0.0727571302347749	0.0727571	-2.27625
430	5	8	3	0.0052936	0.0727571302347749	0.0727571	-2.27625
431	5	4	2	0.0052935	0.0727564430136603	0.0727564	-2.27626
432	-1	8	2	0.0052934	0.0727557557860545	0.0727558	-2.27627
433	5	8	2	0.0052932	0.0727543813113685	0.0727544	-2.27628
434	5	6	2	0.0052932	0.0727543813113685	0.0727544	-2.27628
435	2	8	3	0.0052931	0.0727536940642879	0.0727537	-2.27629
436	4	8	3	0.005293	0.0727530068107154	0.072753	-2.2763
437	5	8	3	0.005293	0.0727530068107154	0.072753	-2.2763
438	-1	8	3	0.005293	0.0727530068107154	0.072753	-2.2763
439	2	8	3	0.0052929	0.0727523195506508	0.0727523	-2.27631
440	8	6	2	0.0052928	0.0727516322840938	0.0727516	-2.27631
441	-1	8	2	0.0052928	0.0727516322840938	0.0727516	-2.27631
442	-1	8	3	0.0052928	0.0727516322840938	0.0727516	-2.27631
443	1	4	1	0.0052927	0.0727509450110444	0.0727509	-2.27632
444	2	8	3	0.0052926	0.0727502577315022	0.0727503	-2.27633
445	7	8	2	0.0052924	0.0727488831529392	0.0727489	-2.27635
446	-1	6	3	0.0052923	0.0727481958539179	0.0727482	-2.27636
447	-1	8	2	0.0052923	0.0727481958539179	0.0727482	-2.27636
448	-1	6	2	0.0052922	0.0727475085484032	0.0727475	-2.27636
449	-1	8	2	0.0052922	0.0727475085484032	0.0727475	-2.27636
450	5	8	2	0.0052921	0.0727468212363949	0.0727468	-2.27637
451	-1	8	3	0.005292	0.0727461339178928	0.0727461	-2.27638
452	-1	8	2	0.0052919	0.0727454465928968	0.0727454	-2.27639
453	-1	8	3	0.0052919	0.0727454465928968	0.0727454	-2.27639
454	-1	8	3	0.0052919	0.0727454465928968	0.0727454	-2.27639
455	-1	8	2	0.0052919	0.0727454465928968	0.0727454	-2.27639
456	-1	8	2	0.0052918	0.0727447592614066	0.0727448	-2.2764
457	-1	8	3	0.0052917	0.0727440719234221	0.0727441	-2.2764
458	-1	6	2	0.0052915	0.0727426972279692	0.0727427	-2.27642
459	-1	8	3	0.0052915	0.0727426972279692	0.0727427	-2.27642
460	-1	8	3	0.0052914	0.0727420098705006	0.072742	-2.27643
461	-1	8	2	0.0052914	0.0727420098705006	0.072742	-2.27643
462	5	6	2	0.0052913	0.0727413225065368	0.0727413	-2.27644
463	6	8	2	0.0052913	0.0727413225065368	0.0727413	-2.27644
464	-1	8	3	0.0052913	0.0727413225065368	0.0727413	-2.27644
465	-1	6	2	0.0052913	0.0727413225065368	0.0727413	-2.27644
466	-1	8	2	0.0052912	0.0727406351360778	0.0727406	-2.27645
467	-1	8	3	0.0052911	0.0727399477591234	0.0727399	-2.27645
468	-1	8	2	0.005291	0.0727392603756733	0.0727393	-2.27646
469	7	8	2	0.0052909	0.0727385729857275	0.0727386	-2.27647
470	2	8	3	0.0052909	0.0727385729857275	0.0727386	-2.27647
471	-1	8	3	0.0052908	0.0727378855892856	0.0727379	-2.27648
472	-1	8	2	0.0052907	0.0727371981863475	0.0727372	-2.27649
473	3	8	3	0.0052907	0.0727371981863475	0.0727372	-2.27649
474	-1	6	2	0.0052906	0.0727365107769131	0.0727365	-2.2765
475	7	8	2	0.0052906	0.0727365107769131	0.0727365	-2.2765
476	-1	8	2	0.0052906	0.0727365107769131	0.0727365	-2.2765
477	8	4	2	0.0052904	0.0727351359385545	0.0727351	-2.27651
478	6	8	2	0.0052904	0.0727351359385545	0.0727351	-2.27651
479	4	8	3	0.0052904	0.0727351359385545	0.0727351	-2.27651
480	-1	8	2	0.0052904	0.0727351359385545	0.0727351	-2.27651
481	-1	8	3	0.0052903	0.0727344485096299	0.0727344	-2.27652
482	1	4	1	0.0052903	0.0727344485096299	0.0727344	-2.27652
483	-1	8	3	0.0052903	0.0727344485096299	0.0727344	-2.27652
484	-1	8	3	0.0052902	0.0727337610742082	0.0727338	-2.27653
485	-1	6	2	0.0052902	0.0727337610742082	0.0727338	-2.27653
486	-1	8	3	0.0052899	0.0727316987289586	0.0727317	-2.27655
487	7	8	3	0.0052899	0.0727316987289586	0.0727317	-2.27655
488	1	6	1	0.0052898	0.0727310112675467	0.072731	-2.27656
489	-1	6	2	0.0052898	0.0727310112675467	0.072731	-2.27656
490	8	8	2	0.0052896	0.0727296363252285	0.0727296	-2.27658
491	8	8	3	0.0052895	0.072728948844322	0.0727289	-2.27659
492	-1	8	3	0.0052895	0.072728948844322	0.0727289	-2.27659
493	-1	8	3	0.0052892	0.0727268863626101	0.0727269	-2.27661
494	1	6	1	0.0052892	0.0727268863626101	0.0727269	-2.27661
495	-1	8	3	0.0052892	0.0727268863626101	0.0727269	-2.27661
496	-1	8	2	0.0052891	0.0727261988557081	0.0727262	-2.27662
497	-1	8	2	0.0052891	0.0727261988557081	0.0727262	-2.27662
498	-1	8	3	0.0052891	0.0727261988557081	0.0727262	-2.27662
499	2	8	3	0.0052889	0.0727248238224061	0.0727248	-2.27663
500	-1	6	2	0.0052888	0.0727241362960056	0.0727241	-2.27664
501	6	8	2	0.0052887	0.0727234487631053	0.0727234	-2.27665
502	-1	8	3	0.0052887	0.0727234487631053	0.0727234	-2.27665
503	8	8	2	0.0052886	0.0727227612237049	0.0727228	-2.27666
504	6	6	2	0.0052885	0.0727220736778043	0.0727221	-2.27667
505	-1	8	2	0.0052884	0.0727213861254033	0.0727214	-2.27668
506	-1	8	3	0.0052884	0.0727213861254033	0.0727214	-2.27668
507	8	8	2	0.0052884	0.0727213861254033	0.0727214	-2.27668
508	6	8	3	0.0052883	0.0727206985665017	0.0727207	-2.27668
509	6	8	2	0.0052883	0.0727206985665017	0.0727207	-2.27668
510	1	4	1	0.0052882	0.0727200110010993	0.07272	-2.27669
511	-1	8	3	0.0052882	0.0727200110010993	0.07272	-2.27669
512	4	8	3	0.0052881	0.0727193234291959	0.0727193	-2.2767
513	7	8	3	0.0052881	0.0727193234291959	0.0727193	-2.2767
514	-1	8	3	0.0052881	0.0727193234291959	0.0727193	-2.2767
515	1	4	1	0.005288	0.0727186358507914	0.0727186	-2.27671
516	-1	8	3	0.005288	0.0727186358507914	0.0727186	-2.27671
517	4	6	2	0.0052879	0.0727179482658855	0.0727179	-2.27672
518	-1	8	2	0.0052879	0.0727179482658855	0.0727179	-2.27672
519	-1	8	3	0.0052878	0.0727172606744781	0.0727173	-2.27672
520	-1	8	2	0.0052877	0.072716573076569	0.0727166	-2.27673
521	5	8	3	0.0052877	0.072716573076569	0.0727166	-2.27673
522	-1	8	2	0.0052877	0.072716573076569	0.0727166	-2.27673
523	2	8	2	0.0052875	0.0727151978612449	0.0727152	-2.27675
524	-1	8	3	0.0052874	0.0727145102438296	0.0727145	-2.27676
525	-1	8	2	0.0052873	0.0727138226199118	0.0727138	-2.27677
526	4	8	3	0.0052873	0.0727138226199118	0.0727138	-2.27677
527	-1	8	3	0.0052872	0.0727131349894914	0.0727131	-2.27677
528	4	8	2	0.0052872	0.0727131349894914	0.0727131	-2.27677
529	2	8	3	0.0052872	0.0727131349894914	0.0727131	-2.27677
530	-1	8	2	0.0052871	0.0727124473525682	0.0727124	-2.27678
531	1	2	1	0.0052869	0.0727110720592126	0.0727111	-2.2768
532	7	8	2	0.0052869	0.0727110720592126	0.0727111	-2.2768
533	-1	6	2	0.0052867	0.0727096967398434	0.0727097	-2.27682
534	5	8	2	0.0052867	0.0727096967398434	0.0727097	-2.27682
535	8	4	2	0.0052866	0.0727090090704034	0.072709	-2.27682
536	3	6	2	0.0052866	0.0727090090704034	0.072709	-2.27682
537	-1	8	3	0.0052866	0.0727090090704034	0.072709	-2.27682
538	-1	8	2	0.0052865	0.0727083213944594	0.0727083	-2.27683
539	1	8	1	0.0052865	0.0727083213944594	0.0727083	-2.27683
540	2	8	3	0.0052864	0.0727076337120113	0.0727076	-2.27684
541	6	6	2	0.0052863	0.0727069460230589	0.0727069	-2.27685
542	-1	6	3	0.0052863	0.0727069460230589	0.0727069	-2.27685
543	-1	6	2	0.0052863	0.0727069460230589	0.0727069	-2.27685
544	-1	8	2	0.0052863	0.0727069460230589	0.0727069	-2.27685
545	1	4	1	0.0052863	0.0727069460230589	0.0727069	-2.27685
546	-1	8	3	0.0052863	0.0727069460230589	0.0727069	-2.27685
547	-1	6	2	0.005286	0.0727048829171741	0.0727049	-2.27687
548	5	6	2	0.005286	0.0727048829171741	0.0727049	-2.27687
549	-1	8	2	0.0052859	0.0727041952022027	0.0727042	-2.27688
550	-1	8	3	0.0052859	0.0727041952022027	0.0727042	-2.27688
551	-1	6	2	0.0052859	0.0727041952022027	0.0727042	-2.27688
552	-1	8	3	0.0052856	0.0727021320182565	0.0727021	-2.27691
553	-1	8	2	0.0052856	0.0727021320182565	0.0727021	-2.27691
554	-1	8	3	0.0052856	0.0727021320182565	0.0727021	-2.27691
555	-1	8	2	0.0052856	0.0727021320182565	0.0727021	-2.27691
556	-1	6	2	0.0052855	0.0727014442772632	0.0727014	-2.27691
557	-1	8	3	0.0052855	0.0727014442772632	0.0727014	-2.27691
558	-1	8	2	0.0052855	0.0727014442772632	0.0727014	-2.27691
559	-1	8	3	0.0052855	0.0727014442772632	0.0727014	-2.27691
560	1	6	1	0.0052854	0.0727007565297638	0.0727008	-2.27692
561	3	6	2	0.0052853	0.0727000687757584	0.0727001	-2.27693
562	3	8	2	0.0052852	0.0726993810152466	0.0726994	-2.27694
563	-1	8	3	0.005285	0.0726980054747034	0.072698	-2.27696
564	-1	8	3	0.0052849	0.0726973176946715	0.0726973	-2.27696
565	-1	6	2	0.0052849	0.0726973176946715	0.0726973	-2.27696
566	3	8	2	0.0052849	0.0726973176946715	0.0726973	-2.27696
567	2	8	3	0.0052848	0.0726966299081326	0.0726966	-2.27697
568	-1	8	3	0.0052848	0.0726966299081326	0.0726966	-2.27697
569	-1	8	2	0.0052847	0.0726959421150865	0.0726959	-2.27698
570	-1	8	3	0.0052846	0.0726952543155329	0.0726953	-2.27699
571	-1	8	3	0.0052846	0.0726952543155329	0.0726953	-2.27699
572	-1	8	3	0.0052846	0.0726952543155329	0.0726953	-2.27699
573	-1	6	2	0.0052845	0.0726945665094717	0.0726946	-2.277
574	-1	6	2	0.0052845	0.0726945665094717	0.0726946	-2.277
575	-1	8	2	0.0052844	0.0726938786969027	0.0726939	-2.277
576	4	6	3	0.0052842	0.0726925030522405	0.0726925	-2.27702
577	7	8	3	0.0052841	0.072691815220147	0.0726918	-2.27703
578	4	8	3	0.005284	0.072691127381545	0.0726911	-2.27704
579	-1	8	3	0.005284	0.072691127381545	0.0726911	-2.27704
580	-1	8	2	0.005284	0.072691127381545	0.0726911	-2.27704
581	6	4	2	0.005284	0.072691127381545	0.0726911	-2.27704
582	3	6	2	0.0052838	0.0726897516848145	0.0726898	-2.27705
583	-1	8	3	0.0052837	0.0726890638266858	0.0726891	-2.27706
584	-1	8	3	0.0052837	0.0726890638266858	0.0726891	-2.27706
585	-1	8	2	0.0052836	0.0726883759620477	0.0726884	-2.27707
586	-1	8	3	0.0052836	0.0726883759620477	0.0726884	-2.27707
587	7	8	2	0.0052835	0.0726876880909002	0.0726877	-2.27708
588	7	6	2	0.0052835	0.0726876880909002	0.0726877	-2.27708
589	-1	4	2	0.0052835	0.0726876880909002	0.0726877	-2.27708
590	6	6	2	0.0052835	0.0726876880909002	0.0726877	-2.27708
591	2	8	3	0.0052834	0.0726870002132431	0.072687	-2.27709
592	3	8	2	0.0052833	0.0726863123290761	0.0726863	-2.27709
593	-1	8	2	0.0052832	0.0726856244383991	0.0726856	-2.2771
594	-1	8	2	0.0052832	0.0726856244383991	0.0726856	-2.2771
595	-1	8	3	0.0052831	0.0726849365412119	0.0726849	-2.27711
596	-1	6	2	0.0052828	0.0726828728105872	0.0726829	-2.27714
597	-1	8	2	0.0052828	0.0726828728105872	0.0726829	-2.27714
598	-1	8	3	0.0052828	0.0726828728105872	0.0726829	-2.27714
599	-1	8	2	0.0052828	0.0726828728105872	0.0726829	-2.27714
600	-1	6	2	0.0052827	0.0726821848873574	0.0726822	-2.27714
601	-1	6	2	0.0052826	0.0726814969576164	0.0726815	-2.27715
602	-1	8	2	0.0052826	0.0726814969576164	0.0726815	-2.27715
603	-1	6	2	0.0052826	0.0726814969576164	0.0726815	-2.27715
604	-1	8	2	0.0052826	0.0726814969576164	0.0726815	-2.27715
605	-1	8	3	0.0052826	0.0726814969576164	0.0726815	-2.27715
606	6	8	2	0.0052825	0.0726808090213641	0.0726808	-2.27716
607	6	8	3	0.0052825	0.0726808090213641	0.0726808	-2.27716
608	2	8	3	0.0052824	0.0726801210786003	0.0726801	-2.27717
609	-1	6	2	0.0052824	0.0726801210786003	0.0726801	-2.27717
610	-1	8	2	0.0052822	0.0726787451735375	0.0726787	-2.27719
611	-1	8	3	0.0052821	0.0726780572112381	0.0726781	-2.27719
612	-1	6	2	0.005282	0.0726773692424265	0.0726774	-2.2772
613	-1	8	3	0.005282	0.0726773692424265	0.0726774	-2.2772
614	-1	8	3	0.0052819	0.0726766812671024	0.0726767	-2.27721
615	1	6	1	0.0052819	0.0726766812671024	0.0726767	-2.27721
616	4	8	2	0.0052819	0.0726766812671024	0.0726767	-2.27721
617	1	2	1	0.0052818	0.0726759932852658	0.072676	-2.27722
618	-1	8	2	0.0052818	0.0726759932852658	0.072676	-2.27722
619	2	8	2	0.0052818	0.0726759932852658	0.072676	-2.27722
620	-1	8	2	0.0052817	0.0726753052969164	0.0726753	-2.27723
621	-1	8	3	0.0052817	0.0726753052969164	0.0726753	-2.27723
622	-1	8	3	0.0052816	0.0726746173020539	0.0726746	-2.27723
623	1	2	1	0.0052814	0.0726732412927895	0.0726732	-2.27725
624	-1	8	3	0.0052813	0.072672553278387	0.0726726	-2.27726
625	2	8	2	0.0052813	0.072672553278387	0.0726726	-2.27726
626	-1	6	2	0.0052812	0.0726718652574709	0.0726719	-2.27727
627	-1	6	2	0.005281	0.0726704891960967	0.0726705	-2.27728
628	-1	8	3	0.0052807	0.0726684250551779	0.0726684	-2.27731
629	-1	6	2	0.0052806	0.0726677369951755	0.0726677	-2.27732
630	-1	8	2	0.0052806	0.0726677369951755	0.0726677	-2.27732
631	-1	8	2	0.0052805	0.0726670489286582	0.072667	-2.27732
632	-1	8	3	0.0052805	0.0726670489286582	0.072667	-2.27732
633	1	4	1	0.0052804	0.0726663608556256	0.0726664	-2.27733
634	-1	8	2	0.0052803	0.0726656727760777	0.0726657	-2.27734
635	3	8	3	0.0052802	0.0726649846900142	0.072665	-2.27735
636	-1	8	2	0.0052799	0.0726629203927285	0.0726629	-2.27737
637	-1	8	3	0.0052799	0.0726629203927285	0.0726629	-2.27737
638	-1	8	3	0.0052799	0.0726629203927285	0.0726629	-2.27737
639	2	8	2	0.0052796	0.072660856036796	0.0726609	-2.2774
640	-1	8	3	0.0052795	0.0726601679051184	0.0726602	-2.27741
641	-1	8	3	0.0052794	0.0726594797669237	0.0726595	-2.27742
642	-1	8	2	0.0052794	0.0726594797669237	0.0726595	-2.27742
643	-1	8	2	0.0052794	0.0726594797669237	0.0726595	-2.27742
644	-1	8	2	0.0052793	0.0726587916222118	0.0726588	-2.27742
645	-1	8	3	0.0052793	0.0726587916222118	0.0726588	-2.27742
646	7	8	3	0.0052792	0.0726581034709825	0.0726581	-2.27743
647	-1	8	2	0.0052792	0.0726581034709825	0.0726581	-2.27743
648	3	8	3	0.0052791	0.0726574153132356	0.0726574	-2.27744
649	-1	8	3	0.005279	0.0726567271489709	0.0726567	-2.27745
650	-1	8	3	0.005279	0.0726567271489709	0.0726567	-2.27745
651	-1	8	3	0.005279	0.0726567271489709	0.0726567	-2.27745
652	-1	8	2	0.005279	0.0726567271489709	0.0726567	-2.27745
653	-1	8	3	0.0052789	0.0726560389781882	0.072656	-2.27746
654	-1	8	2	0.0052787	0.0726546626170682	0.0726547	-2.27747
655	-1	8	3	0.0052787	0.0726546626170682	0.0726547	-2.27747
656	-1	8	3	0.0052786	0.0726539744267304	0.072654	-2.27748
657	-1	8	2	0.0052785	0.072653286229874	0.0726533	-2.27749
658	-1	8	3	0.0052785	0.072653286229874	0.0726533	-2.27749
659	-1	8	3	0.0052784	0.0726525980264987	0.0726526	-2.2775
660	-1	8	3	0.0052784	0.0726525980264987	0.0726526	-2.2775
661	5	8	2	0.0052782	0.0726512216001906	0.0726512	-2.27751
662	-1	4	2	0.005278	0.0726498451478047	0.0726498	-2.27753
663	-1	8	2	0.005278	0.0726498451478047	0.0726498	-2.27753
664	-1	6	2	0.0052779	0.0726491569118321	0.0726492	-2.27754
665	-1	6	2	0.0052779	0.0726491569118321	0.0726492	-2.27754
666	7	8	2	0.0052779	0.0726491569118321	0.0726492	-2.27754
667	-1	6	3	0.0052778	0.0726484686693395	0.0726485	-2.27755
668	-1	8	3	0.0052777	0.0726477804203267	0.0726478	-2.27756
669	-1	8	3	0.0052777	0.0726477804203267	0.0726478	-2.27756
670	6	8	2	0.0052776	0.0726470921647935	0.0726471	-2.27756
671	-1	6	2	0.0052774	0.0726457156341652	0.0726457	-2.27758
672	6	8	2	0.0052774	0.0726457156341652	0.0726457	-2.27758
673	-1	8	3	0.0052774	0.0726457156341652	0.0726457	-2.27758
674	-1	8	3	0.0052773	0.0726450273590698	0.072645	-2.27759
675	5	6	2	0.0052772	0.0726443390774532	0.0726443	-2.2776
676	-1	8	2	0.0052771	0.0726436507893154	0.0726437	-2.2776
677	-1	8	3	0.0052771	0.0726436507893154	0.0726437	-2.2776
678	-1	8	2	0.0052771	0.0726436507893154	0.0726437	-2.2776
679	-1	6	2	0.005277	0.072642962494656	0.072643	-2.27761
680	-1	6	2	0.005277	0.072642962494656	0.072643	-2.27761
681	-1	8	3	0.0052769	0.072642274193475	0.0726423	-2.27762
682	1	8	1	0.0052769	0.072642274193475	0.0726423	-2.27762
683	-1	8	3	0.0052767	0.0726408975715471	0.0726409	-2.27764
684	-1	4	2	0.0052766	0.0726402092507999	0.0726402	-2.27765
685	-1	6	2	0.0052765	0.0726395209235303	0.0726395	-2.27765
686	-1	8	3	0.0052764	0.0726388325897381	0.0726388	-2.27766
687	-1	8	3	0.0052763	0.0726381442494231	0.0726381	-2.27767
688	-1	8	3	0.0052762	0.0726374559025851	0.0726375	-2.27768
689	-1	8	3	0.0052759	0.0726353908229315	0.0726354	-2.2777
690	-1	8	3	0.0052758	0.0726347024499998	0.0726347	-2.27771
691	-1	8	3	0.0052758	0.0726347024499998	0.0726347	-2.27771
692	-1	8	3	0.0052755	0.0726326372920604	0.0726326	-2.27774
693	-1	8	3	0.0052754	0.0726319488930319	0.0726319	-2.27774
694	3	8	2	0.0052754	0.0726319488930319	0.0726319	-2.27774
695	-1	8	3	0.0052754	0.0726319488930319	0.0726319	-2.27774
696	-1	8	3	0.0052754	0.0726319488930319	0.0726319	-2.27774
697	-1	8	3	0.0052752	0.0726305720754009	0.0726306	-2.27776
698	3	6	2	0.0052752	0.0726305720754009	0.0726306	-2.27776
699	-1	8	3	0.0052752	0.0726305720754009	0.0726306	-2.27776
700	8	8	2	0.0052751	0.0726298836567979	0.0726299	-2.27777
701	1	2	1	0.005275	0.0726291952316697	0.0726292	-2.27778
702	-1	8	2	0.005275	0.0726291952316697	0.0726292	-2.27778
703	-1	4	2	0.0052746	0.0726264414659014	0.0726264	-2.27781
704	-1	6	2	0.0052746	0.0726264414659014	0.0726264	-2.27781
705	4	8	3	0.0052745	0.0726257530081444	0.0726258	-2.27782
706	-1	8	3	0.0052745	0.0726257530081444	0.0726258	-2.27782
707	-1	8	2	0.0052744	0.0726250645438612	0.0726251	-2.27783
708	2	8	3	0.0052744	0.0726250645438612	0.0726251	-2.27783
709	1	4	1	0.0052744	0.0726250645438612	0.0726251	-2.27783
710	8	4	2	0.0052743	0.0726243760730514	0.0726244	-2.27784
711	-1	8	2	0.0052742	0.0726236875957149	0.0726237	-2.27784
712	3	6	3	0.0052741	0.0726229991118516	0.072623	-2.27785
713	3	8	3	0.0052741	0.0726229991118516	0.072623	-2.27785
714	-1	8	2	0.005274	0.0726223106214612	0.0726223	-2.27786
715	2	6	2	0.0052736	0.0726195565946254	0.0726196	-2.27789
716	-1	8	3	0.0052736	0.0726195565946254	0.0726196	-2.27789
717	-1	8	3	0.0052735	0.0726188680715969	0.0726189	-2.2779
718	-1	8	3	0.0052735	0.0726188680715969	0.0726189	-2.2779
719	-1	8	3	0.0052734	0.0726181795420403	0.0726182	-2.27791
720	-1	8	3	0.0052733	0.0726174910059553	0.0726175	-2.27792
721	-1	8	3	0.0052732	0.0726168024633418	0.0726168	-2.27793
722	-1	8	2	0.0052731	0.0726161139141995	0.0726161	-2.27793
723	-1	6	2	0.0052729	0.0726147367963281	0.0726147	-2.27795
724	-1	4	2	0.0052728	0.0726140482275985	0.072614	-2.27796
725	-1	8	3	0.0052728	0.0726140482275985	0.072614	-2.27796
726	-1	8	3	0.0052726	0.0726126710705508	0.0726127	-2.27798
727	-1	8	3	0.0052726	0.0726126710705508	0.0726127	-2.27798
728	-1	8	3	0.0052722	0.0726099166780957	0.0726099	-2.27801
729	-1	8	3	0.0052722	0.0726099166780957	0.0726099	-2.27801
730	-1	8	2	0.0052719	0.0726078508151839	0.0726079	-2.27803
731	-1	8	3	0.0052719	0.0726078508151839	0.0726079	-2.27803
732	-1	8	3	0.0052719	0.0726078508151839	0.0726079	-2.27803
733	-1	8	2	0.0052717	0.0726064735405873	0.0726065	-2.27805
734	-1	8	2	0.0052717	0.0726064735405873	0.0726065	-2.27805
735	-1	8	3	0.0052715	0.0726050962398646	0.0726051	-2.27807
736	1	4	1	0.0052714	0.0726044075797055	0.0726044	-2.27807
737	-1	8	3	0.0052714	0.0726044075797055	0.0726044	-2.27807
738	-1	8	3	0.0052713	0.0726037189130144	0.0726037	-2.27808
739	-1	8	2	0.0052713	0.0726037189130144	0.0726037	-2.27808
740	-1	8	3	0.0052712	0.072603030239791	0.072603	-2.27809
741	-1	8	3	0.0052711	0.0726023415600351	0.0726023	-2.2781
742	-1	8	2	0.0052709	0.0726009641809253	0.072601	-2.27812
743	7	8	3	0.0052709	0.0726009641809253	0.072601	-2.27812
744	-1	8	2	0.0052709	0.0726009641809253	0.072601	-2.27812
745	-1	8	2	0.0052708	0.072600275481571	0.0726003	-2.27812
746	4	8	3	0.0052706	0.0725988980632626	0.0725989	-2.27814
747	-1	8	3	0.0052703	0.0725968318867979	0.0725968	-2.27816
748	8	6	2	0.0052703	0.0725968318867979	0.0725968	-2.27816
749	-1	8	3	0.0052702	0.0725961431482417	0.0725961	-2.27817
750	7	8	3	0.0052702	0.0725961431482417	0.0725961	-2.27817
751	-1	8	2	0.0052702	0.0725961431482417	0.0725961	-2.27817
752	3	6	2	0.00527	0.0725947656515261	0.0725948	-2.27819
753	-1	8	3	0.0052699	0.0725940768933664	0.0725941	-2.2782
754	6	8	3	0.0052699	0.0725940768933664	0.0725941	-2.2782
755	-1	6	2	0.0052699	0.0725940768933664	0.0725941	-2.2782
756	-1	6	2	0.0052695	0.0725913217953772	0.0725913	-2.27823
757	-1	8	3	0.0052695	0.0725913217953772	0.0725913	-2.27823
758	-1	8	2	0.0052695	0.0725913217953772	0.0725913	-2.27823
759	8	6	2	0.0052694	0.0725906330045413	0.0725906	-2.27824
760	6	8	3	0.0052694	0.0725906330045413	0.0725906	-2.27824
761	-1	8	3	0.0052692	0.072589255403262	0.0725893	-2.27826
762	1	4	1	0.005269	0.072587877775838	0.0725879	-2.27827
763	-1	4	2	0.0052689	0.0725871889523213	0.0725872	-2.27828
764	1	2	1	0.0052689	0.0725871889523213	0.0725872	-2.27828
765	-1	8	3	0.0052687	0.0725858112856776	0.0725858	-2.2783
766	8	8	3	0.0052687	0.0725858112856776	0.0725858	-2.2783
767	-1	6	2	0.0052687	0.0725858112856776	0.0725858	-2.2783
768	-1	8	2	0.0052687	0.0725858112856776	0.0725858	-2.2783
769	-1	6	2	0.0052687	0.0725858112856776	0.0725858	-2.2783
770	-1	8	2	0.0052685	0.0725844335928855	0.0725844	-2.27831
771	6	8	2	0.0052683	0.0725830558739435	0.0725831	-2.27833
772	-1	8	2	0.0052682	0.0725823670046658	0.0725824	-2.27834
773	7	6	2	0.005268	0.0725809892464962	0.072581	-2.27835
774	1	4	1	0.005268	0.0725809892464962	0.072581	-2.27835
775	5	8	3	0.0052678	0.072579611462173	0.0725796	-2.27837
776	-1	6	2	0.0052678	0.072579611462173	0.0725796	-2.27837
777	-1	6	2	0.0052677	0.0725789225602034	0.0725789	-2.27838
