ID	cluster	dist_rf	dist_spr	PP	sqrt(PP)	sqrt_size	log_size
756	-1	8	3	7.7e-06	0.00277488738510232	0.00277489	-5.11351
757	-1	6	3	7.7e-06	0.00277488738510232	0.00277489	-5.11351
758	-1	8	3	7.7e-06	0.00277488738510232	0.00277489	-5.11351
759	-1	8	2	7.7e-06	0.00277488738510232	0.00277489	-5.11351
760	-1	8	2	7.7e-06	0.00277488738510232	0.00277489	-5.11351
761	-1	8	2	7.7e-06	0.00277488738510232	0.00277489	-5.11351
762	-1	8	3	7.7e-06	0.00277488738510232	0.00277489	-5.11351
763	-1	8	2	7.7e-06	0.00277488738510232	0.00277489	-5.11351
764	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
765	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
766	-1	8	2	7.6e-06	0.00275680975041804	0.00275681	-5.11919
767	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
768	-1	8	2	7.6e-06	0.00275680975041804	0.00275681	-5.11919
769	-1	8	2	7.6e-06	0.00275680975041804	0.00275681	-5.11919
770	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
771	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
772	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
773	-1	6	2	7.6e-06	0.00275680975041804	0.00275681	-5.11919
774	-1	6	2	7.6e-06	0.00275680975041804	0.00275681	-5.11919
775	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
776	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
777	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
778	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
779	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
780	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
781	-1	8	3	7.6e-06	0.00275680975041804	0.00275681	-5.11919
782	-1	8	3	7.5e-06	0.00273861278752583	0.00273861	-5.12494
783	-1	8	3	7.5e-06	0.00273861278752583	0.00273861	-5.12494
784	-1	8	2	7.5e-06	0.00273861278752583	0.00273861	-5.12494
785	-1	8	2	7.5e-06	0.00273861278752583	0.00273861	-5.12494
786	-1	8	3	7.5e-06	0.00273861278752583	0.00273861	-5.12494
787	-1	8	3	7.5e-06	0.00273861278752583	0.00273861	-5.12494
788	-1	8	2	7.5e-06	0.00273861278752583	0.00273861	-5.12494
789	-1	8	2	7.5e-06	0.00273861278752583	0.00273861	-5.12494
790	-1	8	2	7.5e-06	0.00273861278752583	0.00273861	-5.12494
791	-1	8	3	7.5e-06	0.00273861278752583	0.00273861	-5.12494
792	-1	8	2	7.5e-06	0.00273861278752583	0.00273861	-5.12494
793	-1	8	3	7.5e-06	0.00273861278752583	0.00273861	-5.12494
794	-1	8	2	7.5e-06	0.00273861278752583	0.00273861	-5.12494
795	-1	8	3	7.5e-06	0.00273861278752583	0.00273861	-5.12494
796	-1	8	2	7.4e-06	0.00272029410174709	0.00272029	-5.13077
797	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
798	-1	8	2	7.4e-06	0.00272029410174709	0.00272029	-5.13077
799	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
800	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
801	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
802	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
803	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
804	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
805	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
806	-1	8	3	7.4e-06	0.00272029410174709	0.00272029	-5.13077
807	-1	6	2	7.3e-06	0.00270185121722126	0.00270185	-5.13668
808	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
809	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
810	-1	8	2	7.3e-06	0.00270185121722126	0.00270185	-5.13668
811	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
812	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
813	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
814	-1	8	2	7.3e-06	0.00270185121722126	0.00270185	-5.13668
815	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
816	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
817	-1	8	3	7.3e-06	0.00270185121722126	0.00270185	-5.13668
818	-1	8	2	7.3e-06	0.00270185121722126	0.00270185	-5.13668
819	-1	8	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
820	-1	8	3	7.2e-06	0.00268328157299975	0.00268328	-5.14267
821	-1	8	3	7.2e-06	0.00268328157299975	0.00268328	-5.14267
822	-1	6	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
823	-1	6	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
824	-1	8	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
825	-1	8	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
826	-1	8	3	7.2e-06	0.00268328157299975	0.00268328	-5.14267
827	-1	8	3	7.2e-06	0.00268328157299975	0.00268328	-5.14267
828	-1	6	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
829	-1	8	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
830	-1	8	2	7.2e-06	0.00268328157299975	0.00268328	-5.14267
831	-1	8	3	7.2e-06	0.00268328157299975	0.00268328	-5.14267
832	-1	8	3	7.2e-06	0.00268328157299975	0.00268328	-5.14267
833	-1	8	3	7.1e-06	0.00266458251889485	0.00266458	-5.14874
834	-1	8	3	7.1e-06	0.00266458251889485	0.00266458	-5.14874
835	-1	8	3	7.1e-06	0.00266458251889485	0.00266458	-5.14874
836	-1	8	3	7.1e-06	0.00266458251889485	0.00266458	-5.14874
837	-1	6	2	7.1e-06	0.00266458251889485	0.00266458	-5.14874
838	-1	6	2	7e-06	0.00264575131106459	0.00264575	-5.1549
839	-1	6	2	7e-06	0.00264575131106459	0.00264575	-5.1549
840	-1	8	2	7e-06	0.00264575131106459	0.00264575	-5.1549
841	-1	8	3	7e-06	0.00264575131106459	0.00264575	-5.1549
842	-1	8	3	7e-06	0.00264575131106459	0.00264575	-5.1549
843	-1	8	2	7e-06	0.00264575131106459	0.00264575	-5.1549
844	-1	8	3	7e-06	0.00264575131106459	0.00264575	-5.1549
845	-1	6	2	7e-06	0.00264575131106459	0.00264575	-5.1549
846	-1	6	2	7e-06	0.00264575131106459	0.00264575	-5.1549
847	-1	8	3	7e-06	0.00264575131106459	0.00264575	-5.1549
848	-1	8	3	6.9e-06	0.00262678510731274	0.00262679	-5.16115
849	-1	8	3	6.9e-06	0.00262678510731274	0.00262679	-5.16115
850	-1	8	3	6.9e-06	0.00262678510731274	0.00262679	-5.16115
851	-1	8	3	6.9e-06	0.00262678510731274	0.00262679	-5.16115
852	-1	8	2	6.9e-06	0.00262678510731274	0.00262679	-5.16115
853	-1	8	3	6.9e-06	0.00262678510731274	0.00262679	-5.16115
854	-1	8	3	6.9e-06	0.00262678510731274	0.00262679	-5.16115
855	-1	8	3	6.8e-06	0.00260768096208106	0.00260768	-5.16749
856	-1	6	2	6.8e-06	0.00260768096208106	0.00260768	-5.16749
857	-1	8	2	6.8e-06	0.00260768096208106	0.00260768	-5.16749
858	-1	8	3	6.8e-06	0.00260768096208106	0.00260768	-5.16749
859	-1	8	3	6.8e-06	0.00260768096208106	0.00260768	-5.16749
860	-1	8	3	6.8e-06	0.00260768096208106	0.00260768	-5.16749
861	-1	8	2	6.8e-06	0.00260768096208106	0.00260768	-5.16749
862	-1	8	3	6.8e-06	0.00260768096208106	0.00260768	-5.16749
863	-1	8	2	6.8e-06	0.00260768096208106	0.00260768	-5.16749
864	-1	8	3	6.7e-06	0.00258843582110896	0.00258844	-5.17393
865	-1	8	2	6.7e-06	0.00258843582110896	0.00258844	-5.17393
866	-1	8	3	6.7e-06	0.00258843582110896	0.00258844	-5.17393
867	-1	8	3	6.7e-06	0.00258843582110896	0.00258844	-5.17393
868	-1	8	3	6.7e-06	0.00258843582110896	0.00258844	-5.17393
869	-1	8	2	6.7e-06	0.00258843582110896	0.00258844	-5.17393
870	-1	8	2	6.6e-06	0.00256904651573303	0.00256905	-5.18046
871	-1	6	2	6.6e-06	0.00256904651573303	0.00256905	-5.18046
872	-1	8	3	6.6e-06	0.00256904651573303	0.00256905	-5.18046
873	-1	8	3	6.6e-06	0.00256904651573303	0.00256905	-5.18046
874	-1	6	2	6.6e-06	0.00256904651573303	0.00256905	-5.18046
875	-1	8	3	6.6e-06	0.00256904651573303	0.00256905	-5.18046
876	-1	8	3	6.6e-06	0.00256904651573303	0.00256905	-5.18046
877	-1	8	3	6.6e-06	0.00256904651573303	0.00256905	-5.18046
878	-1	8	3	6.6e-06	0.00256904651573303	0.00256905	-5.18046
879	-1	8	2	6.5e-06	0.00254950975679639	0.00254951	-5.18709
880	-1	8	2	6.4e-06	0.0025298221281347	0.00252982	-5.19382
881	-1	8	3	6.4e-06	0.0025298221281347	0.00252982	-5.19382
882	-1	6	3	6.4e-06	0.0025298221281347	0.00252982	-5.19382
883	-1	8	3	6.4e-06	0.0025298221281347	0.00252982	-5.19382
884	-1	8	2	6.3e-06	0.00250998007960223	0.00250998	-5.20066
885	-1	8	2	6.2e-06	0.00248997991959775	0.00248998	-5.20761
886	-1	8	3	6.2e-06	0.00248997991959775	0.00248998	-5.20761
887	-1	8	2	6.1e-06	0.00246981780704569	0.00246982	-5.21467
888	-1	6	3	6e-06	0.00244948974278318	0.00244949	-5.22185
889	-1	8	3	5.9e-06	0.00242899156029822	0.00242899	-5.22915
890	-1	6	2	5.8e-06	0.00240831891575846	0.00240832	-5.23657
891	-1	8	3	2.9e-06	0.00170293863659264	0.00170294	-5.5376
892	-1	8	2	2.6e-06	0.00161245154965971	0.00161245	-5.58503
893	-1	8	2	2.6e-06	0.00161245154965971	0.00161245	-5.58503
894	-1	8	3	2.5e-06	0.00158113883008419	0.00158114	-5.60206
895	-1	8	3	2.5e-06	0.00158113883008419	0.00158114	-5.60206
896	-1	8	3	2.4e-06	0.00154919333848297	0.00154919	-5.61979
897	-1	6	2	2.4e-06	0.00154919333848297	0.00154919	-5.61979
898	-1	8	2	2.3e-06	0.00151657508881031	0.00151658	-5.63827
899	-1	8	3	2.3e-06	0.00151657508881031	0.00151658	-5.63827
900	-1	8	2	2.3e-06	0.00151657508881031	0.00151658	-5.63827
901	-1	6	2	2.3e-06	0.00151657508881031	0.00151658	-5.63827
902	-1	8	3	2.2e-06	0.00148323969741913	0.00148324	-5.65758
903	-1	8	3	2.2e-06	0.00148323969741913	0.00148324	-5.65758
904	-1	8	3	2.2e-06	0.00148323969741913	0.00148324	-5.65758
905	-1	8	2	2.1e-06	0.00144913767461894	0.00144914	-5.67778
906	-1	8	3	2.1e-06	0.00144913767461894	0.00144914	-5.67778
907	-1	8	3	2e-06	0.0014142135623731	0.00141421	-5.69897
908	-1	8	2	2e-06	0.0014142135623731	0.00141421	-5.69897
909	-1	8	3	2e-06	0.0014142135623731	0.00141421	-5.69897
910	-1	8	3	2e-06	0.0014142135623731	0.00141421	-5.69897
911	-1	8	3	1.9e-06	0.00137840487520902	0.0013784	-5.72125
912	-1	8	3	1.9e-06	0.00137840487520902	0.0013784	-5.72125
913	-1	8	2	1.9e-06	0.00137840487520902	0.0013784	-5.72125
914	-1	8	3	1.9e-06	0.00137840487520902	0.0013784	-5.72125
915	-1	8	2	1.8e-06	0.00134164078649987	0.00134164	-5.74473
916	-1	8	3	1.8e-06	0.00134164078649987	0.00134164	-5.74473
917	-1	8	3	1.8e-06	0.00134164078649987	0.00134164	-5.74473
918	-1	8	3	1.8e-06	0.00134164078649987	0.00134164	-5.74473
919	-1	8	2	1.8e-06	0.00134164078649987	0.00134164	-5.74473
920	-1	8	3	1.7e-06	0.00130384048104053	0.00130384	-5.76955
921	-1	8	2	1.7e-06	0.00130384048104053	0.00130384	-5.76955
922	-1	8	2	1.6e-06	0.00126491106406735	0.00126491	-5.79588
923	-1	8	3	1.6e-06	0.00126491106406735	0.00126491	-5.79588
924	-1	8	3	1.6e-06	0.00126491106406735	0.00126491	-5.79588
925	-1	6	2	1.6e-06	0.00126491106406735	0.00126491	-5.79588
926	-1	6	2	1.6e-06	0.00126491106406735	0.00126491	-5.79588
927	-1	8	2	1.6e-06	0.00126491106406735	0.00126491	-5.79588
928	-1	8	3	1.6e-06	0.00126491106406735	0.00126491	-5.79588
929	-1	8	3	1.6e-06	0.00126491106406735	0.00126491	-5.79588
930	-1	8	3	1.6e-06	0.00126491106406735	0.00126491	-5.79588
931	-1	6	2	1.6e-06	0.00126491106406735	0.00126491	-5.79588
932	-1	8	2	1.5e-06	0.00122474487139159	0.00122474	-5.82391
933	-1	8	2	1.5e-06	0.00122474487139159	0.00122474	-5.82391
934	-1	8	3	1.5e-06	0.00122474487139159	0.00122474	-5.82391
935	-1	8	3	1.5e-06	0.00122474487139159	0.00122474	-5.82391
936	-1	8	2	1.5e-06	0.00122474487139159	0.00122474	-5.82391
937	-1	8	2	1.4e-06	0.00118321595661992	0.00118322	-5.85387
938	-1	8	3	1.3e-06	0.00114017542509914	0.00114018	-5.88606
939	-1	8	3	1.3e-06	0.00114017542509914	0.00114018	-5.88606
940	-1	8	3	1.2e-06	0.00109544511501033	0.00109545	-5.92082
941	-1	6	2	1.2e-06	0.00109544511501033	0.00109545	-5.92082
942	-1	8	3	1.2e-06	0.00109544511501033	0.00109545	-5.92082
943	-1	8	3	1.1e-06	0.00104880884817015	0.00104881	-5.95861
944	-1	8	3	9e-07	0.000948683298050514	0.000948683	-6.04576
