source,target,distance
54,78,1
54,82,1
54,83,1
54,85,1
54,89,1
54,91,1
54,94,1
54,102,1
55,68,1
55,70,1
55,71,1
55,74,1
55,77,1
55,79,1
55,82,1
55,97,1
55,99,1
56,57,1
56,59,1
56,60,1
56,61,1
56,66,1
56,75,1
56,80,1
56,84,1
56,90,1
56,96,1
56,98,1
56,103,1
56,104,1
57,59,1
57,60,1
57,62,1
57,64,1
57,76,1
57,79,1
57,80,1
57,84,1
57,90,1
57,92,1
57,93,1
57,95,1
57,98,1
57,99,1
57,101,1
57,103,1
58,61,1
58,63,1
58,72,1
58,73,1
58,78,1
58,81,1
58,82,1
58,85,1
58,92,1
58,93,1
58,96,1
58,97,1
58,102,1
59,60,1
59,66,1
59,74,1
59,75,1
59,79,1
59,84,1
59,90,1
59,96,1
59,98,1
59,104,1
60,67,1
60,73,1
60,75,1
60,84,1
60,86,1
60,90,1
60,91,1
60,93,1
60,96,1
61,62,1
61,64,1
61,71,1
61,75,1
61,77,1
61,80,1
61,82,1
61,88,1
61,92,1
61,93,1
61,98,1
61,102,1
61,104,1
62,64,1
62,67,1
62,75,1
62,76,1
62,79,1
62,85,1
62,92,1
62,93,1
62,95,1
62,98,1
62,99,1
62,101,1
62,103,1
63,65,1
63,68,1
63,73,1
63,83,1
63,91,1
63,93,1
63,94,1
63,96,1
63,99,1
63,100,1
64,69,1
64,76,1
64,92,1
64,95,1
64,102,1
65,66,1
65,68,1
65,73,1
65,88,1
65,95,1
65,96,1
65,99,1
65,101,1
65,104,1
66,67,1
66,69,1
66,71,1
66,72,1
66,77,1
66,81,1
66,90,1
66,94,1
66,98,1
67,69,1
67,75,1
67,82,1
67,90,1
67,94,1
67,96,1
67,98,1
68,70,1
68,73,1
68,81,1
68,93,1
68,99,1
68,101,1
69,73,1
69,76,1
69,78,1
69,81,1
69,82,1
69,86,1
69,90,1
69,92,1
69,94,1
70,71,1
70,72,1
70,87,1
70,88,1
70,89,1
70,97,1
70,100,1
71,77,1
71,81,1
71,82,1
71,94,1
71,98,1
71,99,1
72,75,1
72,76,1
72,84,1
72,87,1
72,89,1
72,93,1
72,97,1
72,100,1
73,78,1
73,86,1
73,87,1
73,93,1
73,96,1
73,104,1
74,77,1
74,79,1
74,80,1
74,100,1
74,101,1
75,76,1
75,84,1
75,87,1
75,88,1
75,89,1
75,104,1
76,84,1
76,88,1
76,89,1
76,92,1
76,95,1
76,97,1
77,80,1
77,81,1
77,82,1
77,90,1
77,98,1
77,100,1
77,101,1
78,83,1
78,86,1
78,87,1
79,87,1
79,95,1
79,98,1
79,103,1
80,100,1
80,101,1
80,103,1
81,82,1
81,94,1
81,97,1
82,88,1
82,90,1
82,93,1
82,94,1
82,98,1
83,91,1
83,94,1
83,100,1
84,87,1
84,88,1
84,90,1
84,96,1
84,100,1
85,89,1
85,92,1
85,94,1
85,101,1
85,102,1
86,87,1
86,91,1
87,88,1
87,98,1
87,100,1
87,103,1
88,89,1
88,97,1
88,100,1
89,94,1
89,97,1
89,101,1
89,102,1
90,98,1
90,104,1
91,94,1
91,100,1
92,95,1
93,95,1
93,96,1
93,99,1
93,101,1
93,104,1
94,102,1
95,96,1
95,98,1
95,99,1
95,101,1
95,103,1
95,104,1
96,104,1
97,99,1
97,100,1
98,103,1
99,101,1
101,102,1
101,104,1
