source,target,distance
34,69,1
34,70,1
34,74,1
34,76,1
34,79,1
34,80,1
34,86,1
34,88,1
34,94,1
34,95,1
34,98,1
35,41,1
35,44,1
35,55,1
35,57,1
35,58,1
35,60,1
35,61,1
35,65,1
35,68,1
35,71,1
35,74,1
35,79,1
35,81,1
35,85,1
35,86,1
35,93,1
35,94,1
35,95,1
35,96,1
35,100,1
36,38,1
36,39,1
36,40,1
36,45,1
36,46,1
36,51,1
36,53,1
36,54,1
36,60,1
36,67,1
36,70,1
36,74,1
36,75,1
36,76,1
36,77,1
36,82,1
36,89,1
36,94,1
36,100,1
36,101,1
36,103,1
37,40,1
37,41,1
37,46,1
37,51,1
37,56,1
37,59,1
37,63,1
37,65,1
37,66,1
37,69,1
37,70,1
37,80,1
37,83,1
37,85,1
37,101,1
38,39,1
38,42,1
38,44,1
38,49,1
38,53,1
38,57,1
38,59,1
38,60,1
38,67,1
38,71,1
38,74,1
38,78,1
38,85,1
38,87,1
38,88,1
38,91,1
38,93,1
38,97,1
38,100,1
38,101,1
39,40,1
39,50,1
39,51,1
39,53,1
39,54,1
39,59,1
39,61,1
39,67,1
39,72,1
39,73,1
39,74,1
39,75,1
39,76,1
39,89,1
39,90,1
39,91,1
39,92,1
39,95,1
39,100,1
40,46,1
40,47,1
40,51,1
40,56,1
40,59,1
40,65,1
40,67,1
40,76,1
40,80,1
40,82,1
40,83,1
40,91,1
40,95,1
40,101,1
41,43,1
41,45,1
41,46,1
41,52,1
41,58,1
41,65,1
41,66,1
41,70,1
41,71,1
41,78,1
41,79,1
41,80,1
41,91,1
41,93,1
41,94,1
41,98,1
41,99,1
42,47,1
42,49,1
42,52,1
42,56,1
42,58,1
42,59,1
42,62,1
42,64,1
42,72,1
42,78,1
42,85,1
42,86,1
42,90,1
42,93,1
42,97,1
42,99,1
42,102,1
42,103,1
42,104,1
43,49,1
43,50,1
43,51,1
43,52,1
43,54,1
43,55,1
43,58,1
43,71,1
43,73,1
43,76,1
43,89,1
43,90,1
43,92,1
43,94,1
43,95,1
43,98,1
43,99,1
43,103,1
43,104,1
44,48,1
44,52,1
44,59,1
44,60,1
44,65,1
44,66,1
44,71,1
44,74,1
44,81,1
44,84,1
44,85,1
44,86,1
44,87,1
44,93,1
44,94,1
44,95,1
44,96,1
45,47,1
45,48,1
45,53,1
45,62,1
45,64,1
45,66,1
45,69,1
45,70,1
45,72,1
45,74,1
45,75,1
45,78,1
45,89,1
45,93,1
45,102,1
45,104,1
46,51,1
46,59,1
46,60,1
46,65,1
46,67,1
46,80,1
46,82,1
46,83,1
46,91,1
46,94,1
46,100,1
46,101,1
47,49,1
47,52,1
47,56,1
47,64,1
47,66,1
47,67,1
47,69,1
47,72,1
47,78,1
47,82,1
47,83,1
47,84,1
47,90,1
47,102,1
47,103,1
47,104,1
48,52,1
48,53,1
48,54,1
48,55,1
48,61,1
48,62,1
48,68,1
48,72,1
48,74,1
48,75,1
48,77,1
48,79,1
48,84,1
48,87,1
48,104,1
49,52,1
49,53,1
49,56,1
49,58,1
49,59,1
49,60,1
49,63,1
49,67,1
49,69,1
49,83,1
49,86,1
49,87,1
49,89,1
49,90,1
49,93,1
49,97,1
49,99,1
49,104,1
50,54,1
50,55,1
50,57,1
50,58,1
50,71,1
50,72,1
50,73,1
50,75,1
50,76,1
50,79,1
50,82,1
50,88,1
50,89,1
50,92,1
50,94,1
50,95,1
50,97,1
51,53,1
51,59,1
51,65,1
51,68,1
51,70,1
51,73,1
51,76,1
51,90,1
51,91,1
51,92,1
51,95,1
51,100,1
51,101,1
51,103,1
51,104,1
52,58,1
52,59,1
52,60,1
52,66,1
52,75,1
52,83,1
52,84,1
52,85,1
52,87,1
52,93,1
52,97,1
52,98,1
52,99,1
52,103,1
52,104,1
53,54,1
53,55,1
53,59,1
53,60,1
53,61,1
53,62,1
53,67,1
53,68,1
53,71,1
53,72,1
53,74,1
53,76,1
53,77,1
53,89,1
53,91,1
53,97,1
53,101,1
53,104,1
54,61,1
54,71,1
54,72,1
54,73,1
54,75,1
54,77,1
54,82,1
54,84,1
54,89,1
54,90,1
54,92,1
54,94,1
54,95,1
54,97,1
55,57,1
55,58,1
55,61,1
55,62,1
55,68,1
55,71,1
55,76,1
55,77,1
55,79,1
55,87,1
55,88,1
55,95,1
55,98,1
56,63,1
56,72,1
56,80,1
56,82,1
56,83,1
56,99,1
56,101,1
56,103,1
56,104,1
57,58,1
57,61,1
57,68,1
57,71,1
57,77,1
57,79,1
57,87,1
57,88,1
57,94,1
57,98,1
57,100,1
58,59,1
58,61,1
58,68,1
58,75,1
58,79,1
58,83,1
58,90,1
58,94,1
58,95,1
58,97,1
58,98,1
58,99,1
58,100,1
58,103,1
59,60,1
59,65,1
59,67,1
59,69,1
59,76,1
59,85,1
59,86,1
59,87,1
59,95,1
59,97,1
59,99,1
59,100,1
59,101,1
60,66,1
60,67,1
60,76,1
60,81,1
60,85,1
60,86,1
60,91,1
60,93,1
60,94,1
60,96,1
60,97,1
60,100,1
61,62,1
61,68,1
61,74,1
61,75,1
61,77,1
61,79,1
61,84,1
61,87,1
61,89,1
61,90,1
62,63,1
62,64,1
62,68,1
62,72,1
62,75,1
62,77,1
62,85,1
62,86,1
62,89,1
62,93,1
62,98,1
62,102,1
62,104,1
63,64,1
63,67,1
63,80,1
63,83,1
63,91,1
63,98,1
63,101,1
63,102,1
64,66,1
64,67,1
64,69,1
64,78,1
64,84,1
64,90,1
64,98,1
64,101,1
64,102,1
64,103,1
64,104,1
65,74,1
65,80,1
65,81,1
65,83,1
65,96,1
65,99,1
65,101,1
65,103,1
66,69,1
66,78,1
66,85,1
66,96,1
67,71,1
67,74,1
67,79,1
67,84,1
67,91,1
67,97,1
67,101,1
67,102,1
68,70,1
68,73,1
68,77,1
68,79,1
68,86,1
68,87,1
68,92,1
68,97,1
69,70,1
69,78,1
69,80,1
69,82,1
69,86,1
69,87,1
69,96,1
69,97,1
70,73,1
70,74,1
70,80,1
70,82,1
70,86,1
70,87,1
70,92,1
70,98,1
71,79,1
71,81,1
71,84,1
71,91,1
71,92,1
71,94,1
71,95,1
71,98,1
71,101,1
72,75,1
72,89,1
72,92,1
72,102,1
72,104,1
73,76,1
73,80,1
73,82,1
73,90,1
73,91,1
73,92,1
73,97,1
73,100,1
73,103,1
73,104,1
74,75,1
74,77,1
74,81,1
74,83,1
74,88,1
74,96,1
74,103,1
75,77,1
75,83,1
75,88,1
75,89,1
75,92,1
75,99,1
75,102,1
75,103,1
76,91,1
76,95,1
76,96,1
76,100,1
77,81,1
77,84,1
77,88,1
77,99,1
77,103,1
78,93,1
78,96,1
79,84,1
79,88,1
79,91,1
79,98,1
79,102,1
80,82,1
80,86,1
80,97,1
81,85,1
81,86,1
81,88,1
81,93,1
81,94,1
81,95,1
81,96,1
81,99,1
82,83,1
82,92,1
82,97,1
82,101,1
83,96,1
83,99,1
83,103,1
84,87,1
84,98,1
84,102,1
85,86,1
85,93,1
85,102,1
86,87,1
86,93,1
86,97,1
86,102,1
87,88,1
87,92,1
87,97,1
88,96,1
88,99,1
89,90,1
89,92,1
89,102,1
90,103,1
90,104,1
91,96,1
91,98,1
91,100,1
91,101,1
92,94,1
92,95,1
92,97,1
93,102,1
94,95,1
94,100,1
96,99,1
96,100,1
97,99,1
98,99,1
98,101,1
98,102,1
99,103,1
103,104,1
